headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
own,pronoun,A2,,,
pacific,adjective,A2,,,
pack,noun,A2,Objects and rooms,,Shopping
pack,verb,A2,,,
painter,noun,A2,Work and jobs,,Personal identification
pal,noun,A2,Personal information,,Relations with other people
pan,noun,A2,Objects and rooms,,Shopping
panic,noun,A2,"News, lifestyles and current affairs",,Health and body care
park,verb,A2,,,
part,noun,A2,,,
partly,adverb,A2,,,
pass,noun,A2,,,
pass,verb,A2,,,
passage,noun,A2,Education,,"Free time, entertainment"
passenger,noun,A2,Travel and services vocab,,Travel
pasta,noun,A2,,,Food and drink
path,noun,A2,"Things in the town, shops and shopping",,Places
patient,noun,A2,Travel and services vocab,,Health and body care
PC,noun,A2,,,"Free time, entertainment"
pea,noun,A2,Food and drink,,Food and drink
peaceful,adjective,A2,,,
pear,noun,A2,,,Food and drink
pen friend,noun,A2,,,Relations with other people
pence,noun,A2,,,Shopping
penfriend,noun,A2,,,Relations with other people
pepper,noun,A2,,,Food and drink
perfect,adjective,A2,,,
perfectly,adverb,A2,,,
perform,verb,A2,,,
performance,noun,A2,,,
perfume,noun,A2,,,Shopping
perhaps,adverb,A2,,,
permission,noun,A2,,,
personality,noun,A2,Personal information,,Personal identification
petrol,noun,A2,,,"House and home, environment"
petrol station,noun,A2,,,"House and home, environment"
photograph,noun,A2,Objects and rooms,,"Free time, entertainment"
photographer,noun,A2,Work and jobs,,Personal identification
photography,noun,A2,Hobbies and pastimes,,"Free time, entertainment"
physical,adjective,A2,,,
physically,adverb,A2,,,
pile,noun,A2,Collocation,,Language
pilgrim,noun,A2,,,
pill,noun,A2,Travel and services vocab,,Health and body care
pilot,noun,A2,,,Personal identification
pink,noun,A2,,,
pity,noun,A2,,,
planet,noun,A2,Nationalities and countries,,Places
plant,noun,A2,,,
plastic,adjective,A2,,,
plate,noun,A2,Food and drink,,Food and drink
playful,adjective,A2,,,
playground,noun,A2,,,"House and home, environment"
pleasant,adjective,A2,,,
pleased,adjective,A2,,,
pleasing,adjective,A2,,,
plenty,noun,A2,Collocation,,Language
plural,noun,A2,,,Language
plus,preposition,A2,,,
point,verb,A2,,,
police,noun,A2,,,Relations with other people
police officer,noun,A2,,,Relations with other people
police station,noun,A2,,,Services
policeman,noun,A2,,,Relations with other people
policewoman,noun,A2,,,Relations with other people
polite,adjective,A2,,,
political,adjective,A2,,,
pollute,verb,A2,,,
popular,adjective,A2,,,
population,noun,A2,Nationalities and countries,,
portrait,noun,A2,Arts,,"Free time, entertainment"
position,noun,A2,,,
possible,adjective,A2,,,
possibly,adverb,A2,,,
post,verb,A2,,,
post office,noun,A2,,,Services
pour,verb,A2,,,
power,noun,A2,,,
powerful,adjective,A2,,,
precise,adjective,A2,,,
predict,verb,A2,,,
prediction,noun,A2,,,
prefer,verb,A2,,,
prepare,verb,A2,,,
pressure,noun,A2,,,
pretend,verb,A2,,,
pretty,adverb,A2,,,
prevent,verb,A2,,,
pride,noun,A2,,,
principal,adjective,A2,,,
print,verb,A2,,,
printer,noun,A2,,,"Free time, entertainment"
private,adjective,A2,,,
pro,noun,A2,,,
probably,adverb,A2,,,
produce,verb,A2,,,
product,noun,A2,Work and jobs,Shopping,
production,noun,A2,Work and jobs,,
professional,adjective,A2,,,
progressive,adjective,A2,,,
promise,noun,A2,,,
pronounce,verb,A2,,,
pronunciation,noun,A2,Education,,Language
proper,adjective,A2,,,
provide,verb,A2,,,
psychologist,noun,A2,Work and jobs,,Personal identification
public,noun,A2,"News, lifestyles and current affairs",,
publish,verb,A2,,,
pull,verb,A2,,,
punctuation,noun,A2,Education,,Language
purple,adjective,A2,,,
purpose,noun,A2,,,
pursue,verb,A2,,,
quality,noun,A2,,,
queen,noun,A2,,,Relations with other people
quick,adjective,A2,,,
quietly,adverb,A2,,,
quit,verb,A2,,,
quite,adverb,A2,,,
quiz,noun,A2,Education,,Education
racket,noun,A2,,,"Free time, entertainment"
raincoat,noun,A2,,,Shopping
raise,verb,A2,,,
range,noun,A2,,,
rap,noun,A2,,,"Free time, entertainment"
rate,noun,A2,,,
rather,adverb,A2,,,
rating,noun,A2,,,
raw,adjective,A2,,,
ray,noun,A2,"News, lifestyles and current affairs",,
reach,verb,A2,,,
realise,verb,A2,,,
realize,verb,A2,,,
receipt,noun,A2,,,Shopping
receive,verb,A2,,,
recent,adjective,A2,,,
recently,adverb,A2,,,
receptionist,noun,A2,,,Personal identification
record,verb,A2,,,
recycle,verb,A2,,,
red,noun,A2,,,
refer,verb,A2,,,
reflect,verb,A2,,,
refrigerator,noun,A2,Objects and rooms,,"House and home, environment"
regret,verb,A2,,,
regular,adjective,A2,,,
regularly,adverb,A2,,,
relax,verb,A2,,,
relaxed,adjective,A2,,,
release,noun,A2,,,
remain,verb,A2,,,
remind,verb,A2,,,
remote,adjective,A2,,,
rent,noun,A2,Travel and services vocab,,Services
rent,verb,A2,,,
repair,noun,A2,Travel and services vocab,,
repair,verb,A2,,,
replace,verb,A2,,,
reply,noun,A2,,,
report,noun,A2,,,
represent,verb,A2,,,
request,noun,A2,,,
research,noun,A2,Education,,Education
response,noun,A2,,,
retire,verb,A2,,,
retired,adjective,A2,,,
return,noun,A2,,,
return,verb,A2,,,
reunion,noun,A2,,,
reveal,verb,A2,,,
rhythm,noun,A2,Arts,,"Free time, entertainment"
right,noun,A2,,,
right-hand,adjective,A2,,,
ring,noun,A2,Clothes,,Shopping
road,noun,A2,"Things in the town, shops and shopping",,Places
roast,verb,A2,,,
rob,verb,A2,,,
robbery,noun,A2,"News, lifestyles and current affairs",,Relations with other people
robin,noun,A2,,,
rock,noun,A2,,,
roll,noun,A2,,,
romance,noun,A2,,,
romantic,adjective,A2,,,
roof,noun,A2,Objects and rooms,,"House and home, environment"
root,noun,A2,,,
rope,noun,A2,Objects and rooms,,Shopping
roughly,adverb,A2,,,
round,adverb,A2,,,
roundabout,noun,A2,,,Travel
royal,adjective,A2,,,
rugby,noun,A2,,,"Free time, entertainment"
ruin,verb,A2,,,
rumor,noun,A2,,,
rumour,noun,A2,,,
runner,noun,A2,,,Personal identification
running,noun,A2,,,"Free time, entertainment"
rush,noun,A2,,,
sadly,adverb,A2,,,
safe,adjective,A2,,,
sailing,noun,A2,,,"Free time, entertainment"
sake,noun,A2,,,
salt,noun,A2,Food and drink,,Food and drink
sample,noun,A2,Shopping,,Services
sandy,adjective,A2,,,
satisfy,verb,A2,,,
sauce,noun,A2,,,Food and drink
sausage,noun,A2,,,Food and drink
scale,noun,A2,,,
scarf,noun,A2,,,Shopping
scene,noun,A2,Books and literature,,"Free time, entertainment"
scenery,noun,A2,,,
schedule,noun,A2,Travel and services vocab,,Daily life
schoolchild,noun,A2,,,Education
schoolwork,noun,A2,Education,,Education
scientific,adjective,A2,,,
scissors,noun,A2,,,Shopping
scream,noun,A2,,,
screen,noun,A2,Objects and rooms,,"Free time, entertainment"
screw,noun,A2,,,
script,noun,A2,,,
seafood,noun,A2,Food and drink,,Food and drink
search,noun,A2,,,
seaside,noun,A2,Nationalities and countries,,Places
second,noun,A2,,,
second,pronoun,A2,,,
secret,noun,A2,,,
secretary,noun,A2,,,Personal identification
seed,noun,A2,,,
seek,verb,A2,,,
seem,verb,A2,,,
semester,noun,A2,Education,,Education
send,verb,A2,,,
senior,adjective,A2,,,
senior,noun,A2,,,
sense,noun,A2,,,
separate,adjective,A2,,,
seriously,adverb,A2,,,
serve,verb,A2,,,
set,noun,A2,,,
several,determiner,A2,,,
several,pronoun,A2,,,
sew,verb,A2,,,
shade,noun,A2,,,
shadow,noun,A2,,,
shall,modal auxiliary,A2,,,
shampoo,noun,A2,Objects and rooms,,Shopping
shape,noun,A2,,,
share,noun,A2,,,
shell,noun,A2,,,
shine,verb,A2,,,
shock,noun,A2,,,
shoot,verb,A2,,,
shop assistant,noun,A2,,,Personal identification
shore,noun,A2,,,
short,noun,A2,,,
shorts,noun,A2,,,
shot,noun,A2,,,
shout,noun,A2,,,
show,noun,A2,,,"Free time, entertainment"
shut,verb,A2,,,
sightseeing,noun,A2,,,"Free time, entertainment"
significant,adjective,A2,,,
silence,noun,A2,,,
silently,adverb,A2,,,
silly,adjective,A2,,,
silver,adjective,A2,,,
silver,noun,A2,,,
similar,adjective,A2,,,
simple,adjective,A2,,,
simply,adverb,A2,,,
since,preposition,A2,,,
singing,noun,A2,,,"Free time, entertainment"
single,adjective,A2,,,
singular,adjective,A2,,,
singular,noun,A2,,,Language
sink,noun,A2,,,"House and home, environment"
sitting room,noun,A2,,,"House and home, environment"
situation,noun,A2,,,
skate,noun,A2,,,"Free time, entertainment"
skateboarding,noun,A2,,,"Free time, entertainment"
skating,noun,A2,,,"Free time, entertainment"
ski,noun,A2,Leisure activities,,"Free time, entertainment"
skiing,noun,A2,Leisure activities,,"Free time, entertainment"
slave,noun,A2,"News, lifestyles and current affairs",,Relations with other people
sleepless,adjective,A2,,,
sleepy,adjective,A2,,,
slice,noun,A2,Food and drink,,Food and drink
slide,noun,A2,,,
slim,adjective,A2,,,
slowly,adverb,A2,,,
smoke,verb,A2,,,
smooth,adjective,A2,,,
smoothly,adverb,A2,,,
snack,noun,A2,,,Food and drink
snow,verb,A2,,,
snowboarding,noun,A2,,,"Free time, entertainment"
so,adverb,A2,,,
soap,noun,A2,,,Shopping
society,noun,A2,Nationalities and countries,,Places
sock,noun,A2,,,Shopping
soda,noun,A2,Food and drink,,Food and drink
soft,adjective,A2,,,
soft drink,noun,A2,,,Food and drink
softly,adverb,A2,,,
software,noun,A2,Technical and legal language,,"Free time, entertainment"
soldier,noun,A2,"News, lifestyles and current affairs",,Relations with other people
solution,noun,A2,,,
somebody,pronoun,A2,,,
someday,adverb,A2,,,
somewhere,adverb,A2,,,
sound,noun,A2,,,
sound,verb,A2,,,
source,noun,A2,,,
south,adjective,A2,,,
south,adverb,A2,,,
south,noun,A2,,,
space,noun,A2,,,
spaceship,noun,A2,"News, lifestyles and current affairs",,Travel
spaghetti,noun,A2,Food and drink,,Food and drink
speaker,noun,A2,,,Personal identification
specific,adjective,A2,,,
speed,noun,A2,,,
spell,verb,A2,,,
spill,verb,A2,,,
splash,verb,A2,,,
split,adjective,A2,,,
spoon,noun,A2,,,Shopping
sports center,noun,A2,,,"House and home, environment"
sports centre,noun,A2,,,"House and home, environment"
spread,noun,A2,,,
square,adjective,A2,,,
square,noun,A2,,,
stadium,noun,A2,,,"House and home, environment"
staff,noun,A2,,,Personal identification
stair,noun,A2,Objects and rooms,,"House and home, environment"
stamp,noun,A2,,,Relations with other people
stand,verb,A2,,,
state,noun,A2,,,
statement,noun,A2,"News, lifestyles and current affairs",,
statue,noun,A2,"Things in the town, shops and shopping",,
steak,noun,A2,Food and drink,,Food and drink
steal,verb,A2,,,
step,noun,A2,,,
still,adverb,A2,,,
stomach,noun,A2,Travel and services vocab,,Health and body care
stomachache,noun,A2,,,Health and body care
storm,noun,A2,Media,,Weather
stove,noun,A2,Objects and rooms,,"House and home, environment"
straight,adjective,A2,,,
stranger,noun,A2,,,
strategy,noun,A2,Education,,
strength,noun,A2,,,
strike,noun,A2,,,
string,noun,A2,,,
strongly,adverb,A2,,,
structure,noun,A2,,,
study,noun,A2,Education,,Education
stuff,noun,A2,,,
style,noun,A2,,,
succeed,verb,A2,,,
success,noun,A2,,,
successfully,adverb,A2,,,
such,determiner,A2,,,
such,pronoun,A2,,,
sudden,adjective,A2,,,
suggest,verb,A2,,,
suit,noun,A2,,,Shopping
suit,verb,A2,,,
suitable,adjective,A2,,,
suitcase,noun,A2,Travel and services vocab,,Travel
summary,noun,A2,Education,,Education
sunflower,noun,A2,,,
sunglasses,noun,A2,,,Shopping
sunlight,noun,A2,,,
superlative,noun,A2,,,
superstar,noun,A2,Media,,Relations with other people
supper,noun,A2,,,Food and drink
support,noun,A2,,,
sure,adverb,A2,,,
surf,verb,A2,,,
surfing,noun,A2,,,"Free time, entertainment"
surname,noun,A2,,,Personal identification
surprised,adjective,A2,,,
surprising,adjective,A2,,,
survive,verb,A2,,,
swallow,verb,A2,,,
sweat,verb,A2,,,
sweater,noun,A2,,,Shopping
sweet,noun,A2,,,
sweetheart,noun,A2,Family life,,
swimming costume,noun,A2,,,Shopping
swimsuit,noun,A2,,,Shopping
symbol,noun,A2,,,
symphony,noun,A2,Arts,,"Free time, entertainment"
system,noun,A2,,,
table tennis,noun,A2,,,"Free time, entertainment"
tablespoon,noun,A2,,,
talent,noun,A2,,,
tap,noun,A2,Objects and rooms,,"House and home, environment"
tape,noun,A2,,,Shopping
target,noun,A2,,,
task,noun,A2,Work and jobs,,
tear,noun,A2,,,
teenage,adjective,A2,,,
teenager,noun,A2,Personal information,,Personal identification
telephone,verb,A2,,,
temperature,noun,A2,,,Weather
terrify,verb,A2,,,
terrorist,adjective,A2,,,
text,noun,A2,Education,,Language
text,verb,A2,,,
text message,noun,A2,,,Language
textbook,noun,A2,,,Education
theirs,pronoun,A2,,,
themselves,pronoun,A2,,,
therefore,adverb,A2,,,
thief,noun,A2,"News, lifestyles and current affairs",,Relations with other people
third,adjective,A2,,,
thirsty,adjective,A2,,,
though,conjunction,A2,,,
thought,noun,A2,,,
thousand,number,A2,,,
throw,verb,A2,,,
thunderstorm,noun,A2,Media,,Weather
tidy,adjective,A2,,,
tidy,verb,A2,,,
tie,noun,A2,Clothes,,Shopping
tights,noun,A2,,,Shopping
till,preposition,A2,,,
timetable,noun,A2,,,
tip,noun,A2,,,
title,noun,A2,Books and literature,,"Free time, entertainment"
toast,noun,A2,Food and drink,,Food and drink
toe,noun,A2,,,Health and body care
tone,noun,A2,,,
tonight,noun,A2,,,
toothache,noun,A2,,,Health and body care
toothbrush,noun,A2,,,Shopping
tour,noun,A2,Travel and services vocab,,Travel
tour guide,noun,A2,,,Personal identification
tourist,noun,A2,Travel and services vocab,,Travel
toward,preposition,A2,,,
towards,preposition,A2,,,
track,noun,A2,,,
trade,noun,A2,Work and jobs,,
tradition,noun,A2,Nationalities and countries,,
traditional,adjective,A2,,,
traffic,noun,A2,"Things in the town, shops and shopping",,Services
traffic light,noun,A2,,,Travel
train,verb,A2,,,
training,noun,A2,Work and jobs,,
tram,noun,A2,,,Travel
trap,noun,A2,,,
travel,noun,A2,Hobbies and pastimes,,"Free time, entertainment"
traveler,noun,A2,Travel and services vocab,,Travel
traveller,noun,A2,Travel and services vocab,,Travel
treasure,noun,A2,Personal information,,
trick,noun,A2,,,
trouble,noun,A2,,,
truly,adverb,A2,,,
trust,verb,A2,,,
truth,noun,A2,,,
try,verb,A2,,,
tune,noun,A2,,,"Free time, entertainment"
twice,adverb,A2,,,
uncertain,adjective,A2,,,
uncomfortable,adjective,A2,,,
understand,verb,A2,,,
underwater,adjective,A2,,,
uneasy,adjective,A2,,,
unfair,adjective,A2,,,
unforgettable,adjective,A2,,,
unfortunately,adverb,A2,,,
unhappy,adjective,A2,,,
unhealthy,adjective,A2,,,
uniform,adjective,A2,,,
uniform,noun,A2,,,Shopping
unimportant,adjective,A2,,,
unit,noun,A2,,,
university,noun,A2,Education,,Education
unknown,adjective,A2,,,
unlike,adjective,A2,,,
unnecessary,adjective,A2,,,
unpleasant,adjective,A2,,,
unusual,adjective,A2,,,
up,adverb,A2,,,
upon,preposition,A2,,,
upset,adjective,A2,,,
upstairs,adverb,A2,,,
use,noun,A2,,,
used,adjective,A2,,,
useful,adjective,A2,,,
usual,adjective,A2,,,
valley,noun,A2,,,
value,noun,A2,,,
verb,noun,A2,Education,,Language
video game,noun,A2,,,"Free time, entertainment"
view,noun,A2,,,
village,noun,A2,Nationalities and countries,,Places
violent,adjective,A2,,,
violin,noun,A2,,,"Free time, entertainment"
visitor,noun,A2,,,Personal identification
vocabulary,noun,A2,Education,,Language
voice,noun,A2,,,
walking,noun,A2,,,"Free time, entertainment"
wallet,noun,A2,Shopping,,Shopping
wander,verb,A2,,,
washing machine,noun,A2,,,"House and home, environment"
washing-up,noun,A2,,,
wave,noun,A2,,,
weak,adjective,A2,,,
wealth,noun,A2,Personal information,,
web,noun,A2,Media,,"Free time, entertainment"
web page,noun,A2,,,"Free time, entertainment"
website,noun,A2,Media,,"Free time, entertainment"
wedding,noun,A2,Family life,,Daily life
weekday,noun,A2,,,
weekly,adjective,A2,,,
weekly,adverb,A2,,,
weep,noun,A2,,,
weigh,verb,A2,,,
weight,noun,A2,,,
well-known,adjective,A2,,,
west,adjective,A2,,,
west,adverb,A2,,,
west,noun,A2,,,
wet,adjective,A2,,,
whatever,determiner,A2,,,
wheelchair,noun,A2,"Things in the town, shops and shopping",,Travel
while,conjunction,A2,,,
whole,adjective,A2,,,
whom,pronoun,A2,,,
wide,adjective,A2,,,
wide,adverb,A2,,,
widely,adverb,A2,,,
wild,adjective,A2,,,
windy,adjective,A2,,,
wine,noun,A2,Food and drink,,Food and drink
winner,noun,A2,,,Personal identification
wisdom,noun,A2,Education,,Personal identification
wise,adjective,A2,,,
wish,verb,A2,,,
within,preposition,A2,,,
without,preposition,A2,,,
wonder,verb,A2,,,
wood,noun,A2,,,"House and home, environment"
wooden,adjective,A2,,,
wool,noun,A2,Clothes,,Shopping
worldwide,adverb,A2,,,
worried,adjective,A2,,,
worry,verb,A2,,,
worse,adjective,A2,,,
worse,adverb,A2,,,
worst,adjective,A2,,,
writing,noun,A2,Education,,Education
wrong,adverb,A2,,,
yeah,adverb,A2,,,
youth,noun,A2,,,
zone,noun,A2,Nationalities and countries,,Places
