headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
flat,adjective,B1,,,
flavor,noun,B1,Food and drink,,Food and drink
flavour,noun,B1,Food and drink,,Food and drink
float,verb,B1,,,
flock,noun,B1,Collocation,,
flood,verb,B1,,,
flow,noun,B1,,,
flow,verb,B1,,,
flu,noun,B1,Travel and services vocab,,Health and body care
fluent,adjective,B1,,,
fluently,adverb,B1,,,
flunk,verb,B1,Education,,
flute,noun,B1,,,
fold,noun,B1,,,
fold,verb,B1,,,
folk,noun,B1,Food and drink,Objects and rooms,Food and drink
fond,adjective,B1,,,
fondness,noun,B1,,,
fool,verb,B1,,,
foolish,adjective,B1,,,
foot,noun,B1,,,Health and body care
forbidden,adjective,B1,,,
forecast,noun,B1,,,
forehead,noun,B1,,,
forgive,verb,B1,,,
form,verb,B1,,,
formal,adjective,B1,,,
formally,adverb,B1,,,
format,noun,B1,,,
format,verb,B1,,,
former,adjective,B1,,,
formula,noun,B1,Education,,
forth,adverb,B1,,,
fortnight,noun,B1,,,
fortunate,adjective,B1,,,
foundation,noun,B1,,,
fountain,noun,B1,"Things in the town, shops and shopping",,Places
fragment,noun,B1,,,
freely,adverb,B1,,,
freezer,noun,B1,Objects and rooms,,"House and home, environment"
freezing,adjective,B1,,,
frequency,noun,B1,,,
frequent,adjective,B1,,,
frequently,adverb,B1,,,
freshman,noun,B1,Education,,Personal identification
friendliness,noun,B1,Personal information,,Relations with other people
fright,noun,B1,,,
frost,noun,B1,,,Weather
frozen,adjective,B1,,,
frustrated,adjective,B1,,,
frustration,noun,B1,,,
fry,verb,B1,,,
frying pan,noun,B1,Objects and rooms,,Shopping
fuel,noun,B1,"News, lifestyles and current affairs",,
full stop,noun,B1,,,
full-time,adjective,B1,,,
full-time,adverb,B1,,,
function,noun,B1,,,
fund,noun,B1,"News, lifestyles and current affairs",,
fund,verb,B1,,,
funeral,noun,B1,,,Daily life
fur,noun,B1,Clothes,,Shopping
furnish,verb,B1,,,
further,adverb,B1,,,
furthermore,adverb,B1,,,
furthest,adverb,B1,,,
fuss,noun,B1,,,
future,adjective,B1,,,
gain,noun,B1,,,
gain,verb,B1,,,
gall,noun,B1,Travel and services vocab,,
gallon,noun,B1,,,
gaol,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
gap,noun,B1,,,
gardening,noun,B1,Hobbies and pastimes,Work and jobs,"Free time, entertainment"
garment,noun,B1,Clothes,,
gay,adjective,B1,,,
gee,interjection,B1,,,
gene,noun,B1,Education,,
general,adjective,B1,,,
general,noun,B1,"News, lifestyles and current affairs",,
generally,adverb,B1,,,
generate,verb,B1,,,
generous,adjective,B1,,,
genetic,adjective,B1,,,
genetically,adverb,B1,,,
genetics,noun,B1,Education,,Education
gentleman,noun,B1,,,Personal identification
geographical,adjective,B1,,,
geography,noun,B1,Education,,Education
geology,noun,B1,Education,,Education
gesture,noun,B1,,,
giant,adjective,B1,,,
gifted,adjective,B1,,,
giggle,noun,B1,,,
ginger,noun,B1,Food and drink,,Food and drink
giraffe,noun,B1,,,
glance,noun,B1,,,
glance,verb,B1,,,
glide,noun,B1,,,
glimpse,noun,B1,,,
glint,noun,B1,,,
global,adjective,B1,,,
glorious,adjective,B1,,,
glory,noun,B1,,,
go,noun,B1,,,
goalkeeper,noun,B1,Work and jobs,Leisure activities,Personal identification
goddess,noun,B1,Books and literature,,
golfer,noun,B1,Work and jobs,Leisure activities,Personal identification
goodness,interjection,B1,,,
goods,noun,B1,Objects and rooms,,Shopping
gorgeous,adjective,B1,,,
gorilla,noun,B1,,,
gossip,noun,B1,Media,,"Free time, entertainment"
govern,verb,B1,,,
governor,noun,B1,"Things in the town, shops and shopping",,Personal identification
gown,noun,B1,Clothes,,Shopping
grab,verb,B1,,,
graceful,adjective,B1,,,
graduate,noun,B1,Education,,Education
graduation,noun,B1,Education,,Education
grant,noun,B1,,,
grant,verb,B1,,,
graph,noun,B1,Education,,
graphic,adjective,B1,,,
graphics,noun,B1,,,
gratitude,noun,B1,,,
grave,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
gravy,noun,B1,,,
greenhouse,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
greeting,noun,B1,,,
grill,noun,B1,Objects and rooms,,Shopping
grill,verb,B1,,,
groom,noun,B1,Family life,,
ground floor,noun,B1,Objects and rooms,,"House and home, environment"
group,verb,B1,,,
grouping,noun,B1,,,
growth,noun,B1,,,
guarantee,noun,B1,,,
guess,noun,B1,,,
guidance,noun,B1,Education,,
guide,noun,B1,Travel and services vocab,,Personal identification
guide,verb,B1,,,
guilt,noun,B1,"News, lifestyles and current affairs",,
guilty,adjective,B1,,,
guitarist,noun,B1,Work and jobs,,Personal identification
gym,noun,B1,"Things in the town, shops and shopping",,"Free time, entertainment"
gymnastics,noun,B1,Education,,Education
habitat,noun,B1,Education,,
hairdresser,noun,B1,Work and jobs,,Personal identification
hairdryer,noun,B1,Objects and rooms,,Shopping
half,adverb,B1,,,
hammer,noun,B1,Objects and rooms,,Shopping
handball,noun,B1,Leisure activities,,"Free time, entertainment"
hand-held,adjective,B1,,,
handkerchief,noun,B1,Objects and rooms,,Shopping
handle,verb,B1,,,
handshake,noun,B1,,,
handwriting,noun,B1,Education,,Education
handy,adjective,B1,,,
hang,verb,B1,,,
hanging,adjective,B1,,,
harbor,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
harbour,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
hardship,noun,B1,,,
hard-working,adjective,B1,,,
harness,noun,B1,,,
hasty,adjective,B1,,,
hatch,noun,B1,,,
hate,noun,B1,,,
hatred,noun,B1,,,
haunt,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
haven,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
hazard,noun,B1,,,
headline,noun,B1,Media,,"Free time, entertainment"
heal,verb,B1,,,
healing,adjective,B1,,,
hearing,noun,B1,,,
heart attack,noun,B1,,,
hearted,adjective,B1,,,
hearty,adjective,B1,,,
heat,verb,B1,,,
heater,noun,B1,Objects and rooms,,"House and home, environment"
heaven,noun,B1,,,
heavenly,adjective,B1,,,
heel,noun,B1,Clothes,,Shopping
height,noun,B1,,,
helmet,noun,B1,Clothes,,Shopping
helpless,adjective,B1,,,
herd,noun,B1,,,
hesitate,verb,B1,,,
hidden,adjective,B1,,,
highlight,verb,B1,,,
highly,adverb,B1,,,
hip,noun,B1,,,Health and body care
hire,verb,B1,,,
historian,noun,B1,Education,,Education
historic,adjective,B1,,,
historical,adjective,B1,,,
hit,noun,B1,,,
HIV,noun,B1,Travel and services vocab,,Health and body care
holy,adjective,B1,,,
homeless,adjective,B1,,,
honest,adjective,B1,,,
honestly,adverb,B1,,,
honesty,noun,B1,,,
honeymoon,noun,B1,Travel and services vocab,,Travel
hop,noun,B1,,,
hope,verb,B1,,,
hopeful,adjective,B1,,,
hopefully,adverb,B1,,,
hopeless,adjective,B1,,,
horizon,noun,B1,,,
horn,noun,B1,,,
horrible,adjective,B1,,,
horrify,verb,B1,,,
hostel,noun,B1,Travel and services vocab,,Travel
household,noun,B1,Family life,,Daily life
housework,noun,B1,Family life,Work and jobs,Daily life
huge,adjective,B1,,,
human,noun,B1,,,
humanity,noun,B1,,,
humid,adjective,B1,,,
humor,noun,B1,,,
humorous,adjective,B1,,,
humour,noun,B1,,,
hunger,noun,B1,"News, lifestyles and current affairs",,
hunt,noun,B1,Leisure activities,,"Free time, entertainment"
hunt,verb,B1,,,
hurriedly,adverb,B1,,,
hurt,adjective,B1,,,
hut,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
ice hockey,noun,B1,Leisure activities,,"Free time, entertainment"
ice skating,noun,B1,Leisure activities,,"Free time, entertainment"
identity,noun,B1,,,
identity card,noun,B1,Travel and services vocab,,Services
idiom,noun,B1,Education,,Education
idol,noun,B1,,,
ignore,verb,B1,,,
illegally,adverb,B1,,,
illness,noun,B1,Travel and services vocab,,Health and body care
illuminate,verb,B1,,,
imaginary,adjective,B1,,,
imitate,verb,B1,,,
immediate,adjective,B1,,,
immediately,adverb,B1,,,
immigrate,verb,B1,,,
immigration,noun,B1,"News, lifestyles and current affairs",,
impair,verb,B1,,,
impression,noun,B1,,,
impressive,adjective,B1,,,
improper,adjective,B1,,,
improvement,noun,B1,,,
incident,noun,B1,,,
including,preposition,B1,,,
income,noun,B1,Work and jobs,,Daily life
inconvenient,adjective,B1,,,
incorrect,adjective,B1,,,
increase,noun,B1,,,
increasingly,adverb,B1,,,
incredible,adjective,B1,,,
incredibly,adverb,B1,,,
indefinite article,noun,B1,,,
independent,adjective,B1,,,
indirect,adjective,B1,,,
indirectly,adverb,B1,,,
individual,adjective,B1,,,
indoors,adverb,B1,,,
industrial,adjective,B1,,,
industry,noun,B1,Work and jobs,,
inevitable,adjective,B1,,,
infection,noun,B1,"News, lifestyles and current affairs",,Health and body care
infinitive,noun,B1,,,
inform,verb,B1,,,
informative,adjective,B1,,,
ingredient,noun,B1,Food and drink,,Food and drink
inhabitant,noun,B1,"Things in the town, shops and shopping",,Personal identification
inhale,verb,B1,,,
initial,noun,B1,Education,,
initially,adverb,B1,,,
inject,verb,B1,,,
injury,noun,B1,Travel and services vocab,,Health and body care
ink,noun,B1,Objects and rooms,,Shopping
innermost,adjective,B1,,,
innocent,adjective,B1,,,
innovator,noun,B1,,,
inquiry,noun,B1,Travel and services vocab,,
insane,adjective,B1,,,
inscribe,verb,B1,,,
inscription,noun,B1,,,
insight,noun,B1,,,
insist,verb,B1,,,
inspection,noun,B1,,,
inspire,verb,B1,,,
instal,verb,B1,,,
install,verb,B1,,,
instance,noun,B1,Collocation,,Language
instead of,preposition,B1,,,
institute,noun,B1,Education,,Education
instruction,noun,B1,Education,,Personal identification
instructor,noun,B1,Work and jobs,Education,
insurance,noun,B1,Travel and services vocab,,Services
intend,verb,B1,,,
intense,adjective,B1,,,
intensive,adjective,B1,,,
intention,noun,B1,,,
intentionally,adverb,B1,,,
interact,verb,B1,,,
interaction,noun,B1,,,
interest,verb,B1,,,
intermediate,adjective,B1,,,
intermission,noun,B1,,,
internal,adjective,B1,,,
internationally,adverb,B1,,,
interrupt,verb,B1,,,
interval,noun,B1,,,
interview,verb,B1,,,
interviewee,noun,B1,,,
introduction,noun,B1,,,Relations with other people
invasion,noun,B1,"News, lifestyles and current affairs",,
invest,verb,B1,,,
investigation,noun,B1,,,
invitation,noun,B1,,,Relations with other people
involuntarily,adverb,B1,,,
involve,verb,B1,,,
involved,adjective,B1,,,
iron,noun,B1,Objects and rooms,,Shopping
iron,verb,B1,,,
ironing,noun,B1,Work and jobs,,Daily life
irregular,adjective,B1,,,
irritate,verb,B1,,,
isle,noun,B1,Nationalities and countries,,"House and home, environment"
isolation,noun,B1,,,
ivory,noun,B1,,,
jade,noun,B1,Shopping,,Shopping
jail,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
jar,noun,B1,Objects and rooms,,Shopping
jazz,noun,B1,Arts,,"Free time, entertainment"
jealous,adjective,B1,,,
jewel,noun,B1,Shopping,,Shopping
jog,verb,B1,,,
jogging,noun,B1,Leisure activities,,"Free time, entertainment"
joint,adjective,B1,,,
joke,verb,B1,,,
journal,noun,B1,Objects and rooms,,"Free time, entertainment"
journalist,noun,B1,Work and jobs,,Personal identification
judge,noun,B1,Work and jobs,"News, lifestyles and current affairs",Personal identification
judgement,noun,B1,"News, lifestyles and current affairs",,
judgment,noun,B1,"News, lifestyles and current affairs",,
jug,noun,B1,Objects and rooms,,Shopping
juicy,adjective,B1,,,
jumper,noun,B1,,,Personal identification
jungle,noun,B1,,,
justice,noun,B1,,,
kettle,noun,B1,Objects and rooms,,Shopping
keyboard,noun,B1,Objects and rooms,,
kid,verb,B1,,,
killing,noun,B1,"News, lifestyles and current affairs",,Relations with other people
kindly,adverb,B1,,,
kindness,noun,B1,,,
kiss,verb,B1,,,
kitten,noun,B1,,,
knit,verb,B1,,,
knock,verb,B1,,,
lab,noun,B1,Objects and rooms,,"House and home, environment"
laboratory,noun,B1,Objects and rooms,,"House and home, environment"
ladder,noun,B1,,,
lamb,noun,B1,,,
land,noun,B1,Nationalities and countries,,"House and home, environment"
landlord,noun,B1,Work and jobs,,
largely,adverb,B1,,,
last,adverb,B1,,,
last,verb,B1,,,
lasting,adjective,B1,,,
latecomer,noun,B1,,,
lately,adverb,B1,,,
laugh,noun,B1,,,
laughter,noun,B1,,,
launch,verb,B1,,,
lawful,adjective,B1,,,
lay,verb,B1,,,
layer,noun,B1,,,
lead,adjective,B1,,,
lead,verb,B1,,,
leadership,noun,B1,,,
leading,adjective,B1,,,
league,noun,B1,"News, lifestyles and current affairs",,"Free time, entertainment"
lean,adjective,B1,,,
leap,verb,B1,,,
least,adverb,B1,,,
leave,noun,B1,,,
lecture,noun,B1,Education,,Education
legal,adjective,B1,,,
legally,adverb,B1,,,
length,noun,B1,,,
lessen,verb,B1,,,
lettuce,noun,B1,Food and drink,,Food and drink
level,adjective,B1,,,
liar,noun,B1,,,Personal identification
liberate,verb,B1,,,
liberation,noun,B1,"News, lifestyles and current affairs",,
librarian,noun,B1,Work and jobs,,Personal identification
lie,noun,B1,,,
lifeguard,noun,B1,Work and jobs,,Personal identification
lifelong,adjective,B1,,,
lift,noun,B1,"Things in the town, shops and shopping",,Travel
lift,verb,B1,,,
light,verb,B1,,,
lighter,noun,B1,Objects and rooms,,Shopping
lightly,adverb,B1,,,
lightning,noun,B1,,,
like,conjunction,B1,,,
likeness,noun,B1,,,
limit,noun,B1,,,
limit,verb,B1,,,
limitation,noun,B1,,,
limited,adjective,B1,,,
limp,verb,B1,,,
link,noun,B1,,,
link,verb,B1,,,
liquid,adjective,B1,,,
liquid,noun,B1,,,
literary,adjective,B1,,,
literature,noun,B1,Books and literature,,"Free time, entertainment"
little,determiner,B1,,,
little,pronoun,B1,,,
live,adjective,B1,,,
liver,noun,B1,,,
loaf,noun,B1,,,
locate,verb,B1,,,
location,noun,B1,,,
lock,verb,B1,,,
lodge,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
log,noun,B1,,,
logic,noun,B1,Education,,Education
logo,noun,B1,,,
lorry,noun,B1,,,
loss,noun,B1,,,
lottery,noun,B1,,,
loud,adjective,B1,,,
loud,adverb,B1,,,
loudspeaker,noun,B1,Objects and rooms,,Personal identification
lovingly,adverb,B1,,,
loyal,adjective,B1,,,
loyalty,noun,B1,,,
luggage,noun,B1,Travel and services vocab,,Travel
lung,noun,B1,,,Health and body care
luxury,noun,B1,,,
magical,adjective,B1,,,
magician,noun,B1,Work and jobs,,Personal identification
magnificent,adjective,B1,,,
mail,verb,B1,,,
mailbox,noun,B1,Objects and rooms,,Services
main,adjective,B1,,,
maintain,verb,B1,,,
maintenance,noun,B1,,,
majority,noun,B1,,,
male,adjective,B1,,,
management,noun,B1,Work and jobs,,Services
mankind,noun,B1,,,Personal identification
maple,noun,B1,,,
marble,noun,B1,,,
march,noun,B1,,,
march,verb,B1,,,
marine,adjective,B1,,,
marked,adjective,B1,,,
market,verb,B1,,,
marriage,noun,B1,Family life,,Relations with other people
mash,verb,B1,,,
mass,adjective,B1,,,
massive,adjective,B1,,,
match,verb,B1,,,
mathematician,noun,B1,Education,Work and jobs,Personal identification
mathematics,noun,B1,Education,,Education
maximum,adjective,B1,,,
maximum,noun,B1,,,
mayor,noun,B1,Work and jobs,,Personal identification
meaningful,adjective,B1,,,
meanwhile,adverb,B1,,,
measure,noun,B1,,,
measure,verb,B1,,,
measurement,noun,B1,,,
mechanic,noun,B1,Work and jobs,,Personal identification
mechanical,adjective,B1,,,
meditate,verb,B1,,,
meditation,noun,B1,,,
Mediterranean,noun,B1,,,
medium,adjective,B1,,,
medium,noun,B1,Media,,"Free time, entertainment"
melt,verb,B1,,,
membership,noun,B1,,,Relations with other people
memorable,adjective,B1,,,
memorise,verb,B1,,,
memorize,verb,B1,,,
mend,verb,B1,,,
mental,adjective,B1,,,
mentally,adverb,B1,,,
mention,verb,B1,,,
merchant,noun,B1,Work and jobs,,Education
mere,adjective,B1,,,
merely,adverb,B1,,,
mess,noun,B1,,,
message board,noun,B1,,,
messy,adjective,B1,,,
middle-aged,adjective,B1,,,
mild,adjective,B1,,,
mile,noun,B1,,,
mineral,noun,B1,,,
minimise,verb,B1,,,
minimize,verb,B1,,,
minimum,adjective,B1,,,
minimum,noun,B1,,,
minor,adjective,B1,,,
minority,noun,B1,,,
minus,preposition,B1,,,
miracle,noun,B1,,,
mischief,noun,B1,,,
miserable,adjective,B1,,,
misery,noun,B1,,,
mislead,verb,B1,,,
mission,noun,B1,,,
misty,adjective,B1,,,
misunderstanding,noun,B1,,,Relations with other people
mixing bowl,noun,B1,,,
modal,noun,B1,,,
modal verb,noun,B1,,,
model,adjective,B1,,,
model,verb,B1,,,
modem,noun,B1,Media,Technical and legal language,
moderate,adjective,B1,,,
modify,verb,B1,,,
moisture,noun,B1,,,
molecule,noun,B1,Education,,
monitor,noun,B1,,,
monitor,verb,B1,,,
monk,noun,B1,Work and jobs,,Personal identification
monster,noun,B1,,,
monthly,adjective,B1,,,
monthly,adverb,B1,,,
monument,noun,B1,"Things in the town, shops and shopping",,
moral,noun,B1,Education,,
more,adverb,B1,,,
moreover,adverb,B1,,,
mosquito,noun,B1,,,
moss,noun,B1,,,
motherland,noun,B1,Nationalities and countries,,Personal identification
motionless,adjective,B1,,,
motivate,verb,B1,,,
motivation,noun,B1,,,
motive,noun,B1,,,
motor,noun,B1,Ways of travelling,,Travel
motorcycle,noun,B1,Ways of travelling,,Travel
motto,noun,B1,,,
mount,noun,B1,,,
mountaintop,noun,B1,,,
mourn,verb,B1,,,
movement,noun,B1,,,
mud,noun,B1,,,
mule,noun,B1,,,
murder,verb,B1,,,
murderer,noun,B1,"News, lifestyles and current affairs",,Relations with other people
muscle,noun,B1,,,Health and body care
mustard,noun,B1,,,
mutual,adjective,B1,,,
myth,noun,B1,Books and literature,,"Free time, entertainment"
nail,noun,B1,,,Health and body care
naked,adjective,B1,,,
name,verb,B1,,,
nap,noun,B1,,,
narrate,verb,B1,,,
narrative,adjective,B1,,,
narrow,adjective,B1,,,
nasty,adjective,B1,,,
nationalist,noun,B1,,,
naturally,adverb,B1,,,
navy blue,adjective,B1,,,
near,adjective,B1,,,
near,adverb,B1,,,
nearby,adjective,B1,,,
nearby,adverb,B1,,,
necklace,noun,B1,Clothes,,Shopping
nectar,noun,B1,,,
needle,noun,B1,Objects and rooms,,Shopping
negotiate,verb,B1,,,
negotiation,noun,B1,,,
neighborhood,noun,B1,Family life,,Relations with other people
neighbourhood,noun,B1,Family life,,Relations with other people
nephew,noun,B1,Family life,,Personal identification
nervousness,noun,B1,,,
ness,noun,B1,,,
net,noun,B1,Objects and rooms,,Shopping
network,noun,B1,Media,,
neutral,adjective,B1,,,
nevertheless,adverb,B1,,,
newborn,adjective,B1,,,
newcomer,noun,B1,,,
newly,adverb,B1,,,
next door,adverb,B1,,,
next-door,adjective,B1,,,
nickname,noun,B1,Personal information,,Personal identification
niece,noun,B1,Family life,,Personal identification
nightlife,noun,B1,"News, lifestyles and current affairs",,Daily life
nod,noun,B1,,,
noisily,adverb,B1,,,
none,pronoun,B1,,,
nonetheless,adverb,B1,,,
nonsense,noun,B1,,,
nor,conjunction,B1,,,
normally,adverb,B1,,,
northeast,adjective,B1,,,
northeast,noun,B1,,,
northeastern,adjective,B1,,,
northern,adjective,B1,,,
northwest,adjective,B1,,,
northwest,noun,B1,,,
northwestern,adjective,B1,,,
notice,verb,B1,,,
noticeable,adjective,B1,,,
noticeboard,noun,B1,,,
notion,noun,B1,,,
notorious,adjective,B1,,,
novelist,noun,B1,Education,,Personal identification
nowhere,adverb,B1,,,
nuclear,adjective,B1,,,
nucleus,noun,B1,,,
numerous,adjective,B1,,,
nurse,verb,B1,,,
nutrient,noun,B1,Food and drink,,Food and drink
nutrition,noun,B1,Food and drink,,Food and drink
nutritious,adjective,B1,,,
object,noun,B1,,,
objection,noun,B1,,,
objective,noun,B1,,,
observation,noun,B1,,,
observe,verb,B1,,,
obstacle,noun,B1,,,
obtain,verb,B1,,,
obvious,adjective,B1,,,
obviously,adverb,B1,,,
occasion,noun,B1,,,
occasion,verb,B1,,,
occasional,adjective,B1,,,
occasionally,adverb,B1,,,
occupy,verb,B1,,,
occur,verb,B1,,,
ocean,noun,B1,,,"House and home, environment"
off,preposition,B1,,,
offensive,adjective,B1,,,
officially,adverb,B1,,,
oily,adjective,B1,,,
old-fashioned,adjective,B1,,,
on to,preposition,B1,,,
oneself,pronoun,B1,,,
onstage,adjective,B1,,,
onto,preposition,B1,,,
opening,noun,B1,,,
operation,noun,B1,,,
opposite,adverb,B1,,,
opposite,noun,B1,,,
opposition,noun,B1,,,
oppress,verb,B1,,,
oppression,noun,B1,,,
option,noun,B1,,,
oral,noun,B1,Education,,
orbit,noun,B1,,,
orchestra,noun,B1,Hobbies and pastimes,,"Free time, entertainment"
orderly,adjective,B1,,,
ordinary,adjective,B1,,,
organ,noun,B1,Education,,
organic,adjective,B1,,,
organisation,noun,B1,,,
organism,noun,B1,,,
organization,noun,B1,,,
origin,noun,B1,,,Personal identification
otherwise,adverb,B1,,,
ought to,modal auxiliary,B1,,,
outdoor,adjective,B1,,,
outdoors,adverb,B1,,,
outer,adjective,B1,,,
outlaw,noun,B1,"News, lifestyles and current affairs",,
outline,verb,B1,,,
out-of-date,adjective,B1,,,
outstanding,adjective,B1,,,
outward,adjective,B1,,,
outweigh,verb,B1,,,
overcome,verb,B1,,,
overjoyed,adjective,B1,,,
overnight,adjective,B1,,,
overnight,adverb,B1,,,
overwhelm,verb,B1,,,
overwhelming,adjective,B1,,,
overwork,noun,B1,Work and jobs,,
owe,verb,B1,,,
owing,adjective,B1,,,
own,verb,B1,,,
oxygen,noun,B1,Education,,
pace,noun,B1,,,
package,noun,B1,Objects and rooms,,Shopping
packing,noun,B1,,,
paddle,noun,B1,Ways of travelling,,Travel
paid,adjective,B1,,,
pain,noun,B1,Travel and services vocab,,Health and body care
painful,adjective,B1,,,
pale,adjective,B1,,,
palm,noun,B1,,,Health and body care
parachute,noun,B1,,,
paradise,noun,B1,,,
paralyse,verb,B1,,,
paralyze,verb,B1,,,
parcel,noun,B1,,,
pardon,verb,B1,,,
parental,adjective,B1,,,
parking,noun,B1,Travel and services vocab,,Travel
parrot,noun,B1,,,
partial,adjective,B1,,,
participant,noun,B1,,,
participate,verb,B1,,,
participle,noun,B1,Education,,
particularly,adverb,B1,,,
part-time,adjective,B1,,,
part-time,adverb,B1,,,
passion,noun,B1,,,
passive,adjective,B1,,,
passport,noun,B1,Travel and services vocab,,Travel
password,noun,B1,,,
past,adjective,B1,,,
patience,noun,B1,,,Health and body care
patient,adjective,B1,,,
patrol,noun,B1,,,
pattern,noun,B1,,,
pause,noun,B1,,,
pause,verb,B1,,,
peanut,noun,B1,Food and drink,,Food and drink
peculiar,adjective,B1,,,
penniless,adjective,B1,,,
penny,noun,B1,,,
per,preposition,B1,,,
per cent,noun,B1,,,
percent,noun,B1,,,
performer,noun,B1,Work and jobs,,Personal identification
permanent,adjective,B1,,,
permanently,adverb,B1,,,
permit,verb,B1,,,
personally,adverb,B1,,,
persuade,verb,B1,,,
persuasive,adjective,B1,,,
phantom,adjective,B1,,,
pharmacy,noun,B1,"Things in the town, shops and shopping",,Health and body care
phenix,noun,B1,,,
phenomenon,noun,B1,,,
philosopher,noun,B1,Work and jobs,Education,Personal identification
philosophy,noun,B1,Education,,Education
phoenix,noun,B1,,,
photocopy,noun,B1,,,
phrasal verb,noun,B1,,,
phrase,noun,B1,Education,,Education
physics,noun,B1,Education,,Education
pick,noun,B1,,,
pie,noun,B1,Food and drink,,Food and drink
piety,noun,B1,,,
pillow,noun,B1,Objects and rooms,,Shopping
pin,verb,B1,,,
pineapple,noun,B1,Food and drink,,Food and drink
pipe,noun,B1,,,
pit,noun,B1,,,
place,verb,B1,,,
plain,adjective,B1,,,
plan,verb,B1,,,
plant,verb,B1,,,
plastic,noun,B1,,,
platform,noun,B1,"Things in the town, shops and shopping",,Travel
pleasantly,adverb,B1,,,
please,verb,B1,,,
plenty,pronoun,B1,,,
plug,noun,B1,,,
plus,conjunction,B1,,,
pocket money,noun,B1,,,Shopping
poet,noun,B1,Education,Work and jobs,Personal identification
poetry,noun,B1,Education,,"Free time, entertainment"
poison,noun,B1,,,Health and body care
poisonous,adjective,B1,,,
pole,noun,B1,,,
policy,noun,B1,"News, lifestyles and current affairs",,
politely,adverb,B1,,,
politician,noun,B1,Work and jobs,"News, lifestyles and current affairs",Personal identification
politics,noun,B1,"News, lifestyles and current affairs",,Education
pollutant,noun,B1,"News, lifestyles and current affairs",,
pond,noun,B1,"Things in the town, shops and shopping",,"House and home, environment"
popcorn,noun,B1,,,
pork,noun,B1,Food and drink,,Food and drink
port,noun,B1,"Things in the town, shops and shopping",,Travel
positive,adjective,B1,,,
positively,adverb,B1,,,
possess,verb,B1,,,
possession,noun,B1,,,
possessive,adjective,B1,,,
possibility,noun,B1,,,
postcard,noun,B1,Media,,Relations with other people
postman,noun,B1,Work and jobs,,Personal identification
pot,noun,B1,Objects and rooms,,Shopping
potential,noun,B1,,,
pottery,noun,B1,Objects and rooms,,Shopping
pound,noun,B1,,,
poverty,noun,B1,"News, lifestyles and current affairs",,
powder,noun,B1,Objects and rooms,,Shopping
practical,adjective,B1,,,
praise,noun,B1,,,
prayer,noun,B1,,,Personal identification
precious,adjective,B1,,,
preference,noun,B1,Personal information,,Personal identification
prefix,noun,B1,Education,,
pregnant,adjective,B1,,,
prejudice,noun,B1,,,
preparation,noun,B1,,,
prepared,adjective,B1,,,
preposition,noun,B1,,,
preschool,adjective,B1,,,
prescription,noun,B1,,,
presence,noun,B1,,,
present,adjective,B1,,,
presentation,noun,B1,,,
preservation,noun,B1,,,
preserve,verb,B1,,,
president,noun,B1,Work and jobs,,Personal identification
press,noun,B1,,,
press,verb,B1,,,
previous,adjective,B1,,,
priest,noun,B1,Work and jobs,,Personal identification
primarily,adverb,B1,,,
primary school,noun,B1,Education,,Education
primitive,adjective,B1,,,
principle,noun,B1,,,
print,noun,B1,Media,,
prison,noun,B1,"News, lifestyles and current affairs",,"House and home, environment"
prisoner,noun,B1,"News, lifestyles and current affairs",,Relations with other people
privacy,noun,B1,,,
prize,noun,B1,"News, lifestyles and current affairs",,
probability,noun,B1,,,
proceed,verb,B1,,,
process,noun,B1,,,
proclaim,verb,B1,,,
procrastination,noun,B1,,,
producer,noun,B1,Work and jobs,,Personal identification
productive,adjective,B1,,,
profession,noun,B1,Work and jobs,,Personal identification
professor,noun,B1,Work and jobs,Education,Personal identification
program,verb,B1,,,
programme,verb,B1,,,
progress,noun,B1,,,
prohibition,noun,B1,"News, lifestyles and current affairs",,
prominent,adjective,B1,,,
promise,verb,B1,,,
promote,verb,B1,,,
promotion,noun,B1,Work and jobs,,
pronoun,noun,B1,,,
proof,noun,B1,,,
properly,adverb,B1,,,
property,noun,B1,Personal information,,
proportion,noun,B1,,,
proposal,noun,B1,,,Relations with other people
propose,verb,B1,,,
prosperity,noun,B1,,,
prosperous,adjective,B1,,,
protect,verb,B1,,,
protection,noun,B1,,,
protective,adjective,B1,,,
protest,noun,B1,,,Relations with other people
proud,adjective,B1,,,
prove,verb,B1,,,
proverb,noun,B1,Education,,Language
provided,conjunction,B1,,,
psychological,adjective,B1,,,
pub,noun,B1,"Things in the town, shops and shopping",,Food and drink
public,adjective,B1,,,
public transport,noun,B1,Ways of travelling,,Travel
publicly,adverb,B1,,,
publisher,noun,B1,Work and jobs,"Things in the town, shops and shopping",Personal identification
pullover,noun,B1,,,
pump,noun,B1,,,
punish,verb,B1,,,
punishment,noun,B1,,,Relations with other people
