headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
pop,noun,A1,,,"Free time, entertainment"
post,noun,A1,"Things in the town, shops and shopping",,Services
poster,noun,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
potato,noun,A1,Food and drink,,Food and drink
practice,noun,A1,Hobbies and pastimes,,
practice,verb,A1,,,
practise,verb,A1,,,
pray,verb,A1,,,
present,noun,A1,,,Shopping
pretty,adjective,A1,,,
price,noun,A1,Shopping,,Shopping
prince,noun,A1,Nationalities and countries,,Relations with other people
princess,noun,A1,Nationalities and countries,,Relations with other people
problem,noun,A1,,,Relations with other people
program,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
programme,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
purple,noun,A1,Colours,,
push,verb,A1,,,
put,verb,A1,,,
quarter,noun,A1,,,
question,noun,A1,,,Language
quickly,adverb,A1,,,
quiet,adjective,A1,,,
rabbit,noun,A1,,,
radio,noun,A1,Objects and rooms,,"Free time, entertainment"
rain,noun,A1,Media,,Weather
rain,verb,A1,,,
rainy,adjective,A1,,,
rat,noun,A1,,,
're,be-verb,A1,,,
read,verb,A1,,,
reader,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
reading,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
ready,adjective,A1,,,
real,adjective,A1,,,
real,adverb,A1,,,
really,adverb,A1,,,
reason,noun,A1,,,
red,adjective,A1,,,
remember,verb,A1,,,
repeat,verb,A1,,,
reporter,noun,A1,Work and jobs,Media,Personal identification
restaurant,noun,A1,"Things in the town, shops and shopping",,Food and drink
result,noun,A1,,,
review,noun,A1,Education,,
ribbon,noun,A1,,,
rice,noun,A1,Food and drink,,Food and drink
rich,adjective,A1,,,
ride,noun,A1,Ways of travelling,,Travel
ride,verb,A1,,,
right,adjective,A1,,,
right,adverb,A1,,,
ring,verb,A1,,,
river,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
role,noun,A1,,,
room,noun,A1,Objects and rooms,,"House and home, environment"
rose,noun,A1,,,
row,noun,A1,,,Travel
rude,adjective,A1,,,
rule,noun,A1,,,
ruler,noun,A1,,,Shopping
run,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
run,verb,A1,,,
's,be-verb,A1,,,
sad,adjective,A1,,,
sailor,noun,A1,Work and jobs,,Personal identification
salad,noun,A1,Food and drink,,Food and drink
sale,noun,A1,Shopping,,Shopping
same,adjective,A1,,,
same,adverb,A1,,,
same,pronoun,A1,,,
sandwich,noun,A1,Food and drink,,Food and drink
Saturday,noun,A1,,,
save,verb,A1,,,
saw,noun,A1,Objects and rooms,,
say,verb,A1,,,
school,noun,A1,"Things in the town, shops and shopping",,
science,noun,A1,Education,,Education
scientist,noun,A1,Work and jobs,,Personal identification
sea,noun,A1,Nationalities and countries,,"House and home, environment"
seat,noun,A1,Objects and rooms,,"Free time, entertainment"
second,adjective,A1,,,
section,noun,A1,,,
see,verb,A1,,,
self,noun,A1,,,
sell,verb,A1,,,
sentence,noun,A1,Education,,Education
September,noun,A1,,,
set,verb,A1,,,
seven,number,A1,,,
seventeen,number,A1,,,
seventy,number,A1,,,
shake,noun,A1,,,
share,verb,A1,,,
she,pronoun,A1,,,
sheep,noun,A1,,,
shelf,noun,A1,Objects and rooms,,"Free time, entertainment"
ship,noun,A1,Ways of travelling,,Travel
shirt,noun,A1,Clothes,,Shopping
shoe,noun,A1,Clothes,,Shopping
shop,noun,A1,"Things in the town, shops and shopping",,Daily life
shopping,noun,A1,Shopping,,Shopping
short,adjective,A1,,,
short,adverb,A1,,,
should,modal auxiliary,A1,,,
shoulder,noun,A1,,,Health and body care
show,verb,A1,,,
shower,noun,A1,Objects and rooms,,"House and home, environment"
shy,adjective,A1,,,
sick,adjective,A1,,,
side,noun,A1,,,
sight,noun,A1,,,
sign,noun,A1,Personal information,,Personal identification
sing,verb,A1,,,
singer,noun,A1,Work and jobs,Hobbies and pastimes,Personal identification
sir,noun,A1,Travel and services vocab,,Personal identification
sister,noun,A1,Family life,,Personal identification
sit,verb,A1,,,
site,noun,A1,,,
six,number,A1,,,
sixteen,number,A1,,,
sixty,number,A1,,,
size,noun,A1,Clothes,,"Free time, entertainment"
skill,noun,A1,,,
skirt,noun,A1,Clothes,,Shopping
sky,noun,A1,,,"House and home, environment"
sleep,verb,A1,,,
slow,adjective,A1,,,
small,adjective,A1,,,
smart,adjective,A1,,,
smell,noun,A1,,,Food and drink
smile,noun,A1,,,
smith,noun,A1,Work and jobs,,Personal identification
smoke,noun,A1,,,Food and drink
smoking,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
snake,noun,A1,,,
snow,noun,A1,Media,,Weather
snowy,adjective,A1,,,
so,conjunction,A1,,,
soccer,noun,A1,Leisure activities,,"Free time, entertainment"
social,adjective,A1,,,
sofa,noun,A1,Objects and rooms,,"House and home, environment"
solve,verb,A1,,,
some,determiner,A1,,,
some,pronoun,A1,,,
someone,pronoun,A1,,,
something,pronoun,A1,,,
son,noun,A1,Family life,,Personal identification
song,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
soon,adverb,A1,,,
sorry,adjective,A1,,,
soup,noun,A1,Food and drink,,Food and drink
speak,verb,A1,,,
special,adjective,A1,,,
speech,noun,A1,"News, lifestyles and current affairs",,
spell,noun,A1,,,
spend,verb,A1,,,
sport,noun,A1,Hobbies and lifestyles,,"Free time, entertainment"
spot,noun,A1,,,
spring,noun,A1,,,
spy,noun,A1,,,Personal identification
stage,noun,A1,Hobbies and pastimes,,"Free time, entertainment"
stand,noun,A1,,,
star,noun,A1,,,"Free time, entertainment"
start,noun,A1,,,
start,verb,A1,,,
station,noun,A1,"Things in the town, shops and shopping",,Travel
stay,verb,A1,,,
step,verb,A1,,,
still,adjective,A1,,,
stone,noun,A1,,,
stop,noun,A1,,,
stop,verb,A1,,,
store,noun,A1,"Things in the town, shops and shopping",,
storey,noun,A1,Books and literature,,"Free time, entertainment"
story,noun,A1,Books and literature,,"Free time, entertainment"
straight,adverb,A1,,,
strange,adjective,A1,,,
street,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
strict,adjective,A1,,,
strong,adjective,A1,,,
student,noun,A1,Education,,Education
study,verb,A1,,,
subject,noun,A1,,,Education
subway,noun,A1,"Things in the town, shops and shopping",,Travel
successful,adjective,A1,,,
sugar,noun,A1,Food and drink,,Food and drink
suggestion,noun,A1,,,
sum,noun,A1,,,
summer,noun,A1,,,
sun,noun,A1,,,Weather
Sunday,noun,A1,,,
sunny,adjective,A1,,,
sunshine,noun,A1,,,Weather
super,adjective,A1,,,
supermarket,noun,A1,"Things in the town, shops and shopping",,Shopping
sure,adjective,A1,,,
surf,noun,A1,,,"Free time, entertainment"
surprise,noun,A1,,,
survey,noun,A1,,,
sweet,adjective,A1,,,
swim,noun,A1,Leisure activities,,"Free time, entertainment"
swim,verb,A1,,,
swimming,noun,A1,Leisure activities,,"Free time, entertainment"
swimming pool,noun,A1,Leisure activities,,"Free time, entertainment"
table,noun,A1,Objects and rooms,,"House and home, environment"
take,verb,A1,,,
talk,verb,A1,,,
tall,adjective,A1,,,
taxi,noun,A1,Ways of travelling,,Travel
tea,noun,A1,Food and drink,,Food and drink
teach,verb,A1,,,
teacher,noun,A1,Education,Work and jobs,Education
team,noun,A1,,,"Free time, entertainment"
technology,noun,A1,Work and jobs,,
tee-shirt,noun,A1,Clothes,,Shopping
telephone,noun,A1,Objects and rooms,,Services
television,noun,A1,Objects and rooms,,"Free time, entertainment"
tell,verb,A1,,,
temple,noun,A1,"Things in the town, shops and shopping",,Personal identification
ten,number,A1,,,
tennis,noun,A1,Leisure activities,,"Free time, entertainment"
terrible,adjective,A1,,,
test,noun,A1,Education,,Education
than,conjunction,A1,,,
than,preposition,A1,,,
thank,verb,A1,,,
thanks,noun,A1,,,
that,conjunction,A1,,,
that,determiner,A1,,,
that,pronoun,A1,,,
the,determiner,A1,,,
theater,noun,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
theatre,noun,A1,"Things in the town, shops and shopping",,"Free time, entertainment"
their,determiner,A1,,,
them,pronoun,A1,,,
then,adverb,A1,,,
there,adverb,A1,,,
these,determiner,A1,,,
these,pronoun,A1,,,
they,pronoun,A1,,,
thick,adjective,A1,,,
thin,adjective,A1,,,
thing,noun,A1,,,
think,verb,A1,,,
thirteen,number,A1,,,
thirty,number,A1,,,
this,determiner,A1,,,
this,pronoun,A1,,,
those,determiner,A1,,,
those,pronoun,A1,,,
three,number,A1,,,
through,preposition,A1,,,
throw,noun,A1,,,
Thursday,noun,A1,,,
ticket,noun,A1,,,"Free time, entertainment"
tiger,noun,A1,,,
tight,adjective,A1,,,
time,noun,A1,,,
tired,adjective,A1,,,
to,infinitive-to,A1,,,
to,preposition,A1,,,
today,adverb,A1,,,
today,noun,A1,,,
together,adverb,A1,,,
toilet,noun,A1,Objects and rooms,,"House and home, environment"
tomato,noun,A1,Food and drink,,Food and drink
tomorrow,adverb,A1,,,
tomorrow,noun,A1,,,
tonight,adverb,A1,,,
too,adverb,A1,,,
tool,noun,A1,Objects and rooms,,
tooth,noun,A1,Travel and services vocab,,Health and body care
top,noun,A1,,,
topic,noun,A1,,,
touch,noun,A1,,,
towel,noun,A1,Objects and rooms,,Shopping
tower,noun,A1,"Things in the town, shops and shopping",,"House and home, environment"
town,noun,A1,Nationalities and countries,,"House and home, environment"
toy,noun,A1,Objects and rooms,,"Free time, entertainment"
train,noun,A1,Ways of travelling,,Travel
travel,verb,A1,,,
tree,noun,A1,Objects and rooms,,"House and home, environment"
trip,noun,A1,Hobbies and pastimes,,Travel
trousers,noun,A1,Clothes,,Shopping
truck,noun,A1,"Things in the town, shops and shopping",,Travel
true,adjective,A1,,,
try,noun,A1,,,
T-shirt,noun,A1,Clothes,,Shopping
tube,noun,A1,,,
Tuesday,noun,A1,,,
turkey,noun,A1,Food and drink,,Food and drink
turn,noun,A1,,,
turn,verb,A1,,,
TV,noun,A1,Objects and rooms,,"House and home, environment"
twelve,number,A1,,,
twenty,number,A1,,,
two,number,A1,,,
type,noun,A1,,,
ugly,adjective,A1,,,
umbrella,noun,A1,Objects and rooms,,Shopping
uncle,noun,A1,Family life,,Personal identification
under,preposition,A1,,,
underline,noun,A1,,,
until,preposition,A1,,,
up,preposition,A1,,,
us,pronoun,A1,,,
use,verb,A1,,,
usually,adverb,A1,,,
vacation,noun,A1,Holidays,,"Free time, entertainment"
vase,noun,A1,Objects and rooms,,Shopping
vegetable,noun,A1,Food and drink,,Food and drink
very,adverb,A1,,,
video,noun,A1,Objects and rooms,,"Free time, entertainment"
visit,noun,A1,,,
visit,verb,A1,,,
volleyball,noun,A1,Leisure activities,,"Free time, entertainment"
vote,noun,A1,"News, lifestyles and current affairs",,
wait,verb,A1,,,
waiter,noun,A1,Work and jobs,,Food and drink
waitress,noun,A1,Work and jobs,,Personal identification
wake,noun,A1,,,
walk,noun,A1,,,"Free time, entertainment"
walk,verb,A1,,,
wall,noun,A1,Objects and rooms,,"House and home, environment"
want,verb,A1,,,
war,noun,A1,"News, lifestyles and current affairs",,Relations with other people
warm,adjective,A1,,,
was,be-verb,A1,,,
wash,noun,A1,,,Daily life
wash,verb,A1,,,
watch,noun,A1,Objects and rooms,,"House and home, environment"
watch,verb,A1,,,
water,noun,A1,,,Food and drink
way,noun,A1,,,Travel
we,pronoun,A1,,,
wear,verb,A1,,,
weather,noun,A1,,,Weather
Wednesday,noun,A1,,,
week,noun,A1,,,
weekend,noun,A1,,,
welcome,interjection,A1,,,
welcome,verb,A1,,,
well,adjective,A1,,,
well,adverb,A1,,,
were,be-verb,A1,,,
what,determiner,A1,,,
what,pronoun,A1,,,
wheel,noun,A1,,,Travel
when,adverb,A1,,,
when,conjunction,A1,,,
where,adverb,A1,,,
where,conjunction,A1,,,
which,determiner,A1,,,
which,pronoun,A1,,,
white,adjective,A1,,,
white,noun,A1,Colours,,
who,pronoun,A1,,,
whose,determiner,A1,,,
whose,pronoun,A1,,,
why,adverb,A1,,,
wife,noun,A1,Family life,,Personal identification
will,modal auxiliary,A1,,,
win,verb,A1,,,
wind,noun,A1,,,Weather
window,noun,A1,Objects and rooms,,"House and home, environment"
winter,noun,A1,,,
wish,noun,A1,,,
with,preposition,A1,,,
woman,noun,A1,,,Personal identification
wonderful,adjective,A1,,,
word,noun,A1,Books and literature,,Services
work,noun,A1,Work and jobs,,Daily life
work,verb,A1,,,
worker,noun,A1,Work and jobs,,Personal identification
world,noun,A1,Nationalities and countries,,"House and home, environment"
worry,noun,A1,,,
would,modal auxiliary,A1,,,
write,verb,A1,,,
writer,noun,A1,Work and jobs,Books and literature,Personal identification
wrong,adjective,A1,,,
yard,noun,A1,Objects and rooms,,"House and home, environment"
year,noun,A1,,,
yellow,adjective,A1,,,
yellow,noun,A1,Colours,,
yes,adverb,A1,,,
yesterday,adverb,A1,,,
yet,adverb,A1,,,
yoghourt,noun,A1,Food and drink,,Food and drink
yoghurt,noun,A1,Food and drink,,Food and drink
yogurt,noun,A1,Food and drink,,Food and drink
you,pronoun,A1,,,
young,adjective,A1,,,
your,determiner,A1,,,
yours,pronoun,A1,,,
yourself,pronoun,A1,,,
zoo,noun,A1,,,Places
