headword,pos,CEFR,CoreInventory 1,CoreInventory 2,Threshold
fantastically,adverb,B2,,,
far,adjective,B2,,,
fascinated,adjective,B2,,,
fascination,noun,B2,,,
fat,noun,B2,,,
fatal,adjective,B2,,,
fate,noun,B2,,,
father-in-law,noun,B2,,,Personal identification
faulty,adjective,B2,,,
fear,verb,B2,,,
fearsome,adjective,B2,,,
feat,noun,B2,,,
feature,verb,B2,,,
fed up,adjective,B2,,,
federal,adjective,B2,,,
feedback,noun,B2,,,
fellow,adjective,B2,,,
female,noun,B2,,,Personal identification
ferryboat,noun,B2,Ways of travelling,,Travel
fiber,noun,B2,,,
fibre,noun,B2,,,
fictional,adjective,B2,,,
fierce,adjective,B2,,,
fighting,noun,B2,,,
figurative,adjective,B2,,,
file,verb,B2,,,
filial,adjective,B2,,,
finance,noun,B2,,,Services
financially,adverb,B2,,,
fine,adverb,B2,,,
fine,verb,B2,,,
finely,adverb,B2,,,
fingernail,noun,B2,,,Health and body care
fire,verb,B2,,,
fire brigade,noun,B2,,,Personal identification
firearm,noun,B2,Objects and rooms,,
fireplace,noun,B2,Objects and rooms,,"House and home, environment"
firmness,noun,B2,,,
first language,noun,B2,,,Language
first person,noun,B2,,,Personal identification
firstly,adverb,B2,,,
fiscal,adjective,B2,,,
fit,noun,B2,,,
fixed,adjective,B2,,,
flame,noun,B2,,,
flap,verb,B2,,,
flash,noun,B2,,,
flash,verb,B2,,,
flat,adverb,B2,,,
flaw,noun,B2,,,
flawless,adjective,B2,,,
flax,noun,B2,,,
flee,verb,B2,,,
fleet,noun,B2,"News, lifestyles and current affairs",,
flesh,noun,B2,,,
flexibility,noun,B2,,,
flexible,adjective,B2,,,
flexibly,adverb,B2,,,
flip,verb,B2,,,
fluency,noun,B2,,,
fluid,adjective,B2,,,
flutter,noun,B2,,,
focus,noun,B2,,,
follower,noun,B2,,,
following,preposition,B2,,,
folly,noun,B2,,,
fondly,adverb,B2,,,
foolishly,adverb,B2,,,
footnote,noun,B2,Books and literature,,
force,verb,B2,,,
forcefully,adverb,B2,,,
foreman,noun,B2,Work and jobs,,Personal identification
foresee,verb,B2,,,
forestry,noun,B2,,,
formation,noun,B2,,,
formerly,adverb,B2,,,
formidable,adjective,B2,,,
forthcoming,adjective,B2,,,
foul,adjective,B2,,,
found,verb,B2,,,
fox,noun,B2,,,
fragrance,noun,B2,,,
frame,verb,B2,,,
frankly,adverb,B2,,,
frantically,adverb,B2,,,
fraud,noun,B2,,,
freak,verb,B2,,,
free,verb,B2,,,
friendly,adjective,B2,,,
frigate,noun,B2,Education,,
frontier,noun,B2,Nationalities and countries,,
frugal,adjective,B2,,,
fulfil,verb,B2,,,
fulfill,verb,B2,,,
fume,noun,B2,,,
functional,adjective,B2,,,
functionality,noun,B2,,,
fundamental,adjective,B2,,,
funk,noun,B2,,,
funky,adjective,B2,,,
furious,adjective,B2,,,
furiously,adverb,B2,,,
furor,noun,B2,,,
furore,noun,B2,,,
gaiety,noun,B2,,,
gambling,noun,B2,,,
gang,noun,B2,,,Personal identification
gangster,noun,B2,"News, lifestyles and current affairs",,
gardener,noun,B2,Work and jobs,,Personal identification
gasp,noun,B2,,,
gateway,noun,B2,Objects and rooms,,"House and home, environment"
gaudy,adjective,B2,,,
gaze,noun,B2,,,
gear,noun,B2,,,
generalisation,noun,B2,,,
generalise,verb,B2,,,
generalization,noun,B2,,,
generalize,verb,B2,,,
generosity,noun,B2,,,
generously,adverb,B2,,,
genius,noun,B2,,,
genre,noun,B2,Arts,,"Free time, entertainment"
gently,adverb,B2,,,
genuine,adjective,B2,,,
genuinely,adverb,B2,,,
geographic,adjective,B2,,,
germ,noun,B2,,,
getaway,noun,B2,,,
ghetto,noun,B2,Education,,
giveaway,noun,B2,,,
glacis,noun,B2,,,
glamorous,adjective,B2,,,
glamourous,adjective,B2,,,
glare,noun,B2,,,
gleam,noun,B2,,,
glee,noun,B2,,,
global warming,noun,B2,,,
globally,adverb,B2,,,
glocal,adjective,B2,,,
gloomy,adjective,B2,,,
glorify,verb,B2,,,
glow,noun,B2,,,
goat,noun,B2,,,
god,noun,B2,Books and literature,,
godly,adjective,B2,,,
good,noun,B2,,,
goodwill,noun,B2,,,
gook,noun,B2,Idiomatic expressions,,
gorge,noun,B2,,,
gossip,verb,B2,,,
governmental,adjective,B2,,,
gracefulness,noun,B2,,,
grade,verb,B2,,,
gradual,adjective,B2,,,
grain,noun,B2,Food and drink,,Food and drink
grand,adjective,B2,,,
graphically,adverb,B2,,,
grasp,noun,B2,,,
gravestone,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
gravitation,noun,B2,,,
greatness,noun,B2,,,
grief,noun,B2,,,
grieve,verb,B2,,,
grim,adjective,B2,,,
grin,noun,B2,,,
grip,noun,B2,,,
grip,verb,B2,,,
gross,adjective,B2,,,
growing,adjective,B2,,,
grown-up,adjective,B2,,,
grown-up,noun,B2,,,
guarantee,verb,B2,,,
guard,verb,B2,,,
guerrilla,noun,B2,"News, lifestyles and current affairs",,
guideline,noun,B2,"News, lifestyles and current affairs",,
gulp,noun,B2,,,
gum,noun,B2,,,Food and drink
gunshot,noun,B2,,,
guts,noun,B2,,,Food and drink
gymnastic,adjective,B2,,,
habitant,noun,B2,Personal information,,
hail,verb,B2,,,
hairy,adjective,B2,,,
hammer,verb,B2,,,
handicap,noun,B2,,,
handicraft,noun,B2,,,
handout,noun,B2,,,
handrail,noun,B2,Objects and rooms,,
hang,noun,B2,,,
hard drive,noun,B2,,,
hardware,noun,B2,,,
harm,noun,B2,,,
harmless,adjective,B2,,,
harrow,noun,B2,,,
haste,noun,B2,,,
hastily,adverb,B2,,,
hatching,noun,B2,Arts,,"Free time, entertainment"
haunt,verb,B2,,,
haunting,adjective,B2,,,
hay,noun,B2,,,
hazardous,adjective,B2,,,
headquarters,noun,B2,"Things in the town, shops and shopping",,Services
health care,noun,B2,,,
heap,noun,B2,,,
heap,verb,B2,,,
heartbreaking,adjective,B2,,,
heartwarming,adjective,B2,,,
heart-warming,adjective,B2,,,
hedge,noun,B2,,,
helicopter,noun,B2,Ways of travelling,,Travel
hell,noun,B2,,,
helper,noun,B2,,,Personal identification
hemp,noun,B2,,,
herb,noun,B2,"Things in the town, shops and shopping",,
heritage,noun,B2,,,
hesitation,noun,B2,,,
highlight,noun,B2,,,
high-tech,adjective,B2,,,
hijack,noun,B2,"News, lifestyles and current affairs",,
hijack,verb,B2,,,
hilarious,adjective,B2,,,
hint,noun,B2,,,
hi-tech,adjective,B2,,,
holder,noun,B2,,,
hollow,adjective,B2,,,
holocaust,noun,B2,Books and literature,,
homeward,adjective,B2,,,
hone,noun,B2,,,
honor,verb,B2,,,
honorable,adjective,B2,,,
honour,verb,B2,,,
honourable,adjective,B2,,,
hood,noun,B2,,,
hook,noun,B2,,,
hook,verb,B2,,,
hospice,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
hospitable,adjective,B2,,,
hospitalise,verb,B2,,,
hospitality,noun,B2,,,
hospitalize,verb,B2,,,
hourly,adjective,B2,,,
housekeeper,noun,B2,Family life,,Personal identification
housemaster,noun,B2,Family life,,Personal identification
housewife,noun,B2,Family life,,Personal identification
hover,verb,B2,,,
hug,noun,B2,,,
hugely,adverb,B2,,,
human rights,noun,B2,,,
humane,adjective,B2,,,
humanise,verb,B2,,,
humanist,noun,B2,,,
humanize,verb,B2,,,
humble,adjective,B2,,,
humbug,noun,B2,,,
humiliate,verb,B2,,,
humiliating,adjective,B2,,,
humiliation,noun,B2,,,
hunting,noun,B2,,,
hush,verb,B2,,,
hybrid,adjective,B2,,,
hygiene,noun,B2,Education,,
hyperbole,noun,B2,,,
hyphen,noun,B2,,,
iceman,noun,B2,Work and jobs,,Personal identification
icon,noun,B2,,,
icy,adjective,B2,,,
ideally,adverb,B2,,,
identical,adjective,B2,,,
identification,noun,B2,,,
identify,verb,B2,,,
ideology,noun,B2,,,
idiot,noun,B2,,,Personal identification
idle,adjective,B2,,,
idolise,verb,B2,,,
idolize,verb,B2,,,
ignorance,noun,B2,,,
ignorant,adjective,B2,,,
illustrate,verb,B2,,,
illustration,noun,B2,,,
imagery,noun,B2,,,
imitation,noun,B2,,,
immerse,verb,B2,,,
immigrant,noun,B2,,,Personal identification
immoral,adjective,B2,,,
immortal,adjective,B2,,,
immortality,noun,B2,,,
impartial,adjective,B2,,,
impatiently,adverb,B2,,,
imperative,noun,B2,,,
impermanent,adjective,B2,,,
implement,noun,B2,Objects and rooms,,
implement,verb,B2,,,
implication,noun,B2,,,
imply,verb,B2,,,
impolite,adjective,B2,,,
impolitely,adverb,B2,,,
import,verb,B2,,,
impose,verb,B2,,,
impossibility,noun,B2,,,
impractical,adjective,B2,,,
impressed,adjective,B2,,,
impressionism,noun,B2,Arts,,"Free time, entertainment"
impressionist,noun,B2,Arts,,"Free time, entertainment"
imprison,verb,B2,,,
imprisonment,noun,B2,,,
improbable,adjective,B2,,,
improperly,adverb,B2,,,
improved,adjective,B2,,,
impulse,noun,B2,,,
impulsive,adjective,B2,,,
inaccurate,adjective,B2,,,
inadequate,adjective,B2,,,
inanimate,adjective,B2,,,
inborn,adjective,B2,,,
incense,noun,B2,,,
incentive,noun,B2,,,
inch,verb,B2,,,
incur,verb,B2,,,
incurable,adjective,B2,,,
indebted,adjective,B2,,,
indent,verb,B2,,,
independently,adverb,B2,,,
indescribable,adjective,B2,,,
index,noun,B2,,,
indifferent,adjective,B2,,,
indignity,noun,B2,,,
indispensable,adjective,B2,,,
individual,noun,B2,,,
indulge,verb,B2,,,
indulgent,adjective,B2,,,
industrialise,verb,B2,,,
industrialize,verb,B2,,,
ineffective,adjective,B2,,,
inert,adjective,B2,,,
inexperienced,adjective,B2,,,
infant,noun,B2,,,
infect,verb,B2,,,
infected,adjective,B2,,,
infectious,adjective,B2,,,
infer,verb,B2,,,
inference,noun,B2,,,
inflammation,noun,B2,,,
inflammatory,adjective,B2,,,
inflate,verb,B2,,,
inflation,noun,B2,Work and jobs,,
influence,verb,B2,,,
influential,adjective,B2,,,
influenza,noun,B2,Travel and services vocab,,Health and body care
informal,adjective,B2,,,
infringe,verb,B2,,,
infringement,noun,B2,,,
inhabit,verb,B2,,,
inherit,verb,B2,,,
initial,adjective,B2,,,
initiative,noun,B2,,,
injection,noun,B2,Travel and services vocab,,Health and body care
injured,adjective,B2,,,
innate,adjective,B2,,,
innocently,adverb,B2,,,
innovation,noun,B2,,,
innovative,adjective,B2,,,
input,noun,B2,,,
inquire,verb,B2,,,
inseparable,adjective,B2,,,
inside,adjective,B2,,,
inside,noun,B2,,,
inspect,verb,B2,,,
inspector,noun,B2,Work and jobs,,Personal identification
inspirational,adjective,B2,,,
instantly,adverb,B2,,,
instil,verb,B2,,,
instill,verb,B2,,,
instinct,noun,B2,,,
institution,noun,B2,,,
instruct,verb,B2,,,
insufficient,adjective,B2,,,
insult,noun,B2,,,
insult,verb,B2,,,
integrate,verb,B2,,,
intellectual,adjective,B2,,,
intellectual,noun,B2,,,
intent,adjective,B2,,,
interactive,adjective,B2,,,
interfere,verb,B2,,,
interior,noun,B2,,,
interpersonal,adjective,B2,,,
interpret,verb,B2,,,
interpretation,noun,B2,,,
interpreter,noun,B2,Work and jobs,,Personal identification
interruption,noun,B2,,,
intersection,noun,B2,,,
intimate,adjective,B2,,,
intransitive,adjective,B2,,,
intravenous,adjective,B2,,,
intrude,verb,B2,,,
intruder,noun,B2,,,
intrusion,noun,B2,,,
invariable,adjective,B2,,,
invariably,adverb,B2,,,
inventor,noun,B2,,,Personal identification
inverted commas,noun,B2,,,
investigate,verb,B2,,,
investigator,noun,B2,,,Personal identification
investment,noun,B2,Work and jobs,,
investor,noun,B2,,,Personal identification
invisible,adjective,B2,,,
invitingly,adverb,B2,,,
invoke,verb,B2,,,
involvement,noun,B2,,,
ironically,adverb,B2,,,
irrational,adjective,B2,,,
irresistible,adjective,B2,,,
irresistibly,adverb,B2,,,
irresponsible,adjective,B2,,,
irritated,adjective,B2,,,
irritating,adjective,B2,,,
irritation,noun,B2,,,
islander,noun,B2,Nationalities and countries,,
issue,verb,B2,,,
italicise,verb,B2,Education,,
italicize,verb,B2,Education,,
itch,verb,B2,,,
jam,verb,B2,,,
jaw,noun,B2,,,
jealously,adverb,B2,,,
jeopardise,verb,B2,,,
jeopardize,verb,B2,,,
jeweler,noun,B2,Work and jobs,,Personal identification
jeweller,noun,B2,Work and jobs,,Personal identification
jog,noun,B2,Leisure activities,,"Free time, entertainment"
joint,noun,B2,,,
journalism,noun,B2,,,
judo,noun,B2,Leisure activities,,"Free time, entertainment"
jump,noun,B2,Leisure activities,,"Free time, entertainment"
junk food,noun,B2,,,Food and drink
juror,noun,B2,,,
jury,noun,B2,,,Personal identification
justify,verb,B2,,,
kangaroo,noun,B2,,,
karaoke,noun,B2,Hobbies and pastimes,,"Free time, entertainment"
keen,adjective,B2,,,
keeper,noun,B2,Work and jobs,,Personal identification
kerosene,noun,B2,,,
keystroke,noun,B2,,,
kneel,verb,B2,,,
knot,noun,B2,,,
knowingly,adverb,B2,,,
known,adjective,B2,,,
label,noun,B2,Objects and rooms,,
laborer,noun,B2,Work and jobs,,Personal identification
labourer,noun,B2,Work and jobs,,Personal identification
lack,verb,B2,,,
lame,adjective,B2,,,
lance,noun,B2,,,
landing,noun,B2,,,
landlady,noun,B2,,,Personal identification
landslide,noun,B2,,,
lap,noun,B2,,,Health and body care
laptop,noun,B2,Objects and rooms,,Shopping
lark,noun,B2,,,
laser,noun,B2,,,
last minute,noun,B2,,,
lastly,adverb,B2,,,
last-minute,adjective,B2,,,
later,adjective,B2,,,
latter,adjective,B2,,,
laundry,noun,B2,,,
lava,noun,B2,Education,,
lawmaker,noun,B2,Work and jobs,,Personal identification
lawn,noun,B2,,,
lawsuit,noun,B2,,,
layabout,noun,B2,,,
leaflet,noun,B2,,,
leak,noun,B2,,,
leak,verb,B2,,,
lean,verb,B2,,,
leap,noun,B2,,,
learning,noun,B2,,,Education
lease,noun,B2,Travel and services vocab,,Services
leash,noun,B2,,,
least,pronoun,B2,,,
lecturer,noun,B2,Education,Work and jobs,Personal identification
leek,noun,B2,,,Food and drink
legend,noun,B2,Books and literature,,
legendary,adjective,B2,,,
legislate,verb,B2,,,
legislation,noun,B2,"News, lifestyles and current affairs",,
legislative,adjective,B2,,,
legislator,noun,B2,Work and jobs,"News, lifestyles and current affairs",Personal identification
legislature,noun,B2,,,
legitimate,adjective,B2,,,
leisurely,adverb,B2,,,
lengthen,verb,B2,,,
lengthy,adjective,B2,,,
leopard,noun,B2,,,
lest,conjunction,B2,,,
level,verb,B2,,,
liberal,adjective,B2,,,
lick,verb,B2,,,
lid,noun,B2,Objects and rooms,,Shopping
lifeless,adjective,B2,,,
lifetime,noun,B2,,,
lighten,verb,B2,,,
lighting,noun,B2,,,
likewise,adverb,B2,,,
limb,noun,B2,,,
line,verb,B2,,,
linen,noun,B2,Clothes,,Shopping
liner,noun,B2,Ways of travelling,,Travel
ling,noun,B2,,,
linger,verb,B2,,,
list,verb,B2,,,
listener,noun,B2,Media,,Personal identification
literal,adjective,B2,,,
literally,adverb,B2,,,
litter,noun,B2,,,
living,noun,B2,,,
load,verb,B2,,,
loan,noun,B2,Travel and services vocab,,Services
lobby,noun,B2,,,"House and home, environment"
loneliness,noun,B2,,,
long-distance,adjective,B2,,,
long-term,adjective,B2,,,
loosely,adverb,B2,,,
lousy,adjective,B2,,,
lower,verb,B2,,,
lowland,noun,B2,,,
lucrative,adjective,B2,,,
lush,adjective,B2,,,
luxurious,adjective,B2,,,
luxury,adjective,B2,,,
lyrics,noun,B2,,,
madam,noun,B2,,,Personal identification
madame,noun,B2,,,
madness,noun,B2,,,
maestro,noun,B2,Arts,,Personal identification
magnify,verb,B2,,,
major,noun,B2,,,
make,noun,B2,,,
malady,noun,B2,,,
malaria,noun,B2,Travel and services vocab,,Health and body care
mama,noun,B2,Family life,,Personal identification
mamma,noun,B2,Family life,,Personal identification
mango,noun,B2,Food and drink,,Food and drink
manipulate,verb,B2,,,
mansion,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
manual,adjective,B2,,,
manual,noun,B2,Objects and rooms,,
manufacture,noun,B2,Work and jobs,,
manufacture,verb,B2,,,
manufacturer,noun,B2,Work and jobs,,Personal identification
manufacturing,noun,B2,,,
marathon,noun,B2,,,
margin,noun,B2,,,
marketing,noun,B2,,,
martial art,noun,B2,,,
mask,noun,B2,,,Shopping
mass,noun,B2,,,
massacre,noun,B2,"News, lifestyles and current affairs",,Relations with other people
massage,noun,B2,,,
masseur,noun,B2,Work and jobs,,Personal identification
master,noun,B2,,,Personal identification
masterpiece,noun,B2,Arts,,
mastery,noun,B2,,,
mate,noun,B2,Personal information,,Relations with other people
mathematical,adjective,B2,,,
mature,adjective,B2,,,
mausoleum,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
mean,noun,B2,,,
means,noun,B2,,,
mechanise,verb,B2,,,
mechanize,verb,B2,,,
media,noun,B2,,,
mediaeval,adjective,B2,,,
medication,noun,B2,,,
medieval,adjective,B2,,,
mediocre,adjective,B2,,,
melody,noun,B2,Arts,,"Free time, entertainment"
memorial,noun,B2,,,
mentor,noun,B2,,,
merchandise,noun,B2,Shopping,,Shopping
mercy,noun,B2,,,
merge,verb,B2,,,
merger,noun,B2,,,
mess,verb,B2,,,
messenger,noun,B2,Work and jobs,,Personal identification
metaphor,noun,B2,Education,,
metric,adjective,B2,,,
micro,noun,B2,Clothes,,
microbe,noun,B2,,,
microcomputer,noun,B2,Objects and rooms,,Shopping
micrometer,noun,B2,,,
micrometre,noun,B2,,,
microorganism,noun,B2,,,
microphone,noun,B2,,,
microscope,noun,B2,Education,,
microscopic,adjective,B2,,,
microscopy,noun,B2,,,
microwave,noun,B2,,,
midst,noun,B2,,,
mighty,adjective,B2,,,
migration,noun,B2,,,
mill,noun,B2,,,
millimeter,noun,B2,,,
millimetre,noun,B2,,,
millionaire,noun,B2,"News, lifestyles and current affairs",,
mimic,noun,B2,,,
mine,noun,B2,"News, lifestyles and current affairs",,
miniature,adjective,B2,,,
minister,noun,B2,"News, lifestyles and current affairs",Work and jobs,
mint,noun,B2,,,Food and drink
misconception,noun,B2,,,
misfortune,noun,B2,,,
misleading,adjective,B2,,,
missile,noun,B2,"News, lifestyles and current affairs",,
mist,noun,B2,,,Weather
mistreat,verb,B2,,,
mistrustful,adjective,B2,,,
misunderstand,verb,B2,,,
mix,noun,B2,,,
mixture,noun,B2,,,
mobility,noun,B2,,,
mock,adjective,B2,,,
modernisation,noun,B2,,,
modernise,verb,B2,,,
modernization,noun,B2,,,
modernize,verb,B2,,,
modest,adjective,B2,,,
modification,noun,B2,,,
mogul,noun,B2,,,
mold,noun,B2,,,
momentarily,adverb,B2,,,
momentary,adjective,B2,,,
monastery,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
moody,adjective,B2,,,
moonlight,noun,B2,,,
moonscape,noun,B2,,,
moral,adjective,B2,,,
morality,noun,B2,,,
morally,adverb,B2,,,
mortal,adjective,B2,,,
mortar,noun,B2,,,
mortgage,noun,B2,,,
mortify,verb,B2,,,
mother-in-law,noun,B2,,,Personal identification
motion,noun,B2,,,
motivated,adjective,B2,,,
motorbike,noun,B2,Ways of travelling,,Travel
motorist,noun,B2,,,Personal identification
mould,noun,B2,,,
mount,verb,B2,,,
mournful,adjective,B2,,,
moustache,noun,B2,,,
mover,noun,B2,,,
moving,adjective,B2,,,
muddy,adjective,B2,,,
multiple,adjective,B2,,,
multiply,verb,B2,,,
mumble,noun,B2,,,
mumble,verb,B2,,,
murmur,noun,B2,,,
muse,verb,B2,,,
musical,noun,B2,,,
mustache,noun,B2,,,
mutability,noun,B2,,,
mutable,adjective,B2,,,
mutter,noun,B2,,,
mutter,verb,B2,,,
mutton,noun,B2,Food and drink,,Food and drink
mystify,verb,B2,,,
nano,noun,B2,,,
narcissistic,adjective,B2,,,
narrator,noun,B2,Work and jobs,Media,Personal identification
narrowly,adverb,B2,,,
nationwide,adjective,B2,,,
nationwide,adverb,B2,,,
native speaker,noun,B2,,,Personal identification
naughty,adjective,B2,,,
naval,adjective,B2,,,
navigate,verb,B2,,,
navigation,noun,B2,,,
navy,noun,B2,"News, lifestyles and current affairs",,Personal identification
neat,adjective,B2,,,
necessarily,adverb,B2,,,
necessity,noun,B2,,,
need,noun,B2,,,
needless,adjective,B2,,,
needy,adjective,B2,,,
negatively,adverb,B2,,,
neglect,noun,B2,,,
neighboring,adjective,B2,,,
neighbouring,adjective,B2,,,
neither,adverb,B2,,,
neither,conjunction,B2,,,
neither,determiner,B2,,,
neither,pronoun,B2,,,
nerve,noun,B2,Travel and services vocab,,Health and body care
nerves,noun,B2,,,
nervously,adverb,B2,,,
net surfer,noun,B2,Media,,"Free time, entertainment"
netsurfer,noun,B2,Media,,"Free time, entertainment"
neurosis,noun,B2,Travel and services vocab,,Health and body care
newscaster,noun,B2,Media,,Personal identification
newsworthy,adjective,B2,,,
next,pronoun,B2,,,
nicely,adverb,B2,,,
nightclub,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
nightmare,noun,B2,,,
nobility,noun,B2,,,
noble,adjective,B2,,,
nobleman,noun,B2,,,
nod,verb,B2,,,
nomad,noun,B2,,,
nomination,noun,B2,,,
nominee,noun,B2,,,
nonprofessional,adjective,B2,,,
non-smoking,adjective,B2,,,
northward,adverb,B2,,,
northwards,adverb,B2,,,
nostril,noun,B2,,,
nought,noun,B2,,,
nourish,verb,B2,,,
nourishment,noun,B2,Food and drink,,Food and drink
novelty,noun,B2,,,
now,conjunction,B2,,,
nuisance,noun,B2,,,
numerical,adjective,B2,,,
nursery,noun,B2,,,
nut,noun,B2,,,Food and drink
nutshell,noun,B2,Food and drink,,Food and drink
oath,noun,B2,,,
obedience,noun,B2,,,
obedient,adjective,B2,,,
obey,verb,B2,,,
obituary,noun,B2,"News, lifestyles and current affairs",,
object,verb,B2,,,
objective,adjective,B2,,,
obligation,noun,B2,,,
observer,noun,B2,,,
obsess,verb,B2,,,
obsession,noun,B2,,,
obsessive,adjective,B2,,,
odd,adjective,B2,,,
offence,noun,B2,,,
offend,verb,B2,,,
offender,noun,B2,,,
offense,noun,B2,,,
offhand,adverb,B2,,,
official,noun,B2,Work and jobs,,Personal identification
offshore,adjective,B2,,,
ointment,noun,B2,,,
olive,noun,B2,,,
Olympia,noun,B2,,,
Olympiad,noun,B2,,,
once,conjunction,B2,,,
openly,adverb,B2,,,
operator,noun,B2,,,Personal identification
opponent,noun,B2,,,
optimism,noun,B2,,,
optimist,noun,B2,,,
optimistic,adjective,B2,,,
optional,adjective,B2,,,
oral,adjective,B2,,,
orator,noun,B2,Work and jobs,,Personal identification
orchestral,adjective,B2,,,
orchid,noun,B2,,,
organiser,noun,B2,,,
organizer,noun,B2,,,
original,noun,B2,,,
originality,noun,B2,,,
originally,adverb,B2,,,
originate,verb,B2,,,
ornament,noun,B2,Objects and rooms,,
ounce,noun,B2,,,
outback,noun,B2,,,
outbreak,noun,B2,,,
outcome,noun,B2,,,
outdistance,verb,B2,,,
outdo,verb,B2,,,
outfit,noun,B2,Objects and rooms,,
outgrow,verb,B2,,,
outing,noun,B2,Travel and services vocab,,"Free time, entertainment"
outlet,noun,B2,,,
outline,noun,B2,,,
outlive,verb,B2,,,
outlook,noun,B2,,,
outpatient,noun,B2,Travel and services vocab,,Health and body care
output,noun,B2,,,
outrage,noun,B2,"News, lifestyles and current affairs",,
outrageous,adjective,B2,,,
outshine,verb,B2,,,
outside,adjective,B2,,,
outside,noun,B2,,,
outsider,noun,B2,,,
outskirts,noun,B2,,,"House and home, environment"
outwardly,adverb,B2,,,
oval,adjective,B2,,,
overall,adjective,B2,,,
overall,adverb,B2,,,
overboard,adverb,B2,,,
overbook,verb,B2,,,
overcoat,noun,B2,Clothes,,Shopping
overemphasise,verb,B2,,,
overemphasize,verb,B2,,,
overestimate,verb,B2,,,
overhear,verb,B2,,,
overlap,noun,B2,,,
overlook,verb,B2,,,
overly,adverb,B2,,,
overseas,adjective,B2,,,
overshadow,verb,B2,,,
oversize,adjective,B2,,,
overstep,verb,B2,,,
overtake,verb,B2,,,
overthrow,verb,B2,,,
overtime,adverb,B2,,,
overtime,noun,B2,,,
overturn,verb,B2,,,
ow,noun,B2,,,
owing to,preposition,B2,,,
owl,noun,B2,,,
ox,noun,B2,,,
ozone,noun,B2,"News, lifestyles and current affairs",,
pa,noun,B2,Family life,,Personal identification
packed,adjective,B2,,,
packet,noun,B2,Objects and rooms,,
pad,noun,B2,,,
paintbrush,noun,B2,Hobbies and pastimes,,"Free time, entertainment"
pajamas,noun,B2,,,Shopping
pallet,noun,B2,,,
pancake,noun,B2,,,Food and drink
pandemic,adjective,B2,,,
panel,noun,B2,,,
panic,verb,B2,,,
papaya,noun,B2,,,Food and drink
paperless,adjective,B2,,,
paperwork,noun,B2,,,
parade,noun,B2,,,"Free time, entertainment"
paradox,noun,B2,,,
paralysis,noun,B2,Travel and services vocab,,Health and body care
paramedic,adjective,B2,,,
paratrooper,noun,B2,"News, lifestyles and current affairs",,
parliament,noun,B2,,,"House and home, environment"
part,verb,B2,,,
participation,noun,B2,,,
particle,noun,B2,Education,,
particular,adjective,B2,,,
partisan,noun,B2,,,
partnership,noun,B2,,,
passionate,adjective,B2,,,
passionately,adverb,B2,,,
pastor,noun,B2,Work and jobs,,Personal identification
pastoral,adjective,B2,,,
patch,noun,B2,,,
patiently,adverb,B2,,,
patriot,noun,B2,,,Personal identification
patriotic,adjective,B2,,,
patriotism,noun,B2,,,
patron,noun,B2,,,
pave,verb,B2,,,
pavement,noun,B2,,,
paw,noun,B2,,,
pawnbroker,noun,B2,Work and jobs,,Personal identification
pawnshop,noun,B2,"Things in the town, shops and shopping",,"House and home, environment"
payment,noun,B2,,,Shopping
peacefully,adverb,B2,,,
peach,noun,B2,Food and drink,,Food and drink
peak,noun,B2,,,
pearl,noun,B2,Shopping,,Shopping
pebble,noun,B2,,,
pedal,noun,B2,,,
pedantic,adjective,B2,,,
pedestrian,noun,B2,,,
pee,verb,B2,,,
peel,noun,B2,Food and drink,,Food and drink
peel,verb,B2,,,
peep,noun,B2,,,
peer,noun,B2,,,
peg,noun,B2,,,
penalise,verb,B2,,,
penalize,verb,B2,,,
penalty,noun,B2,,,
penetrate,verb,B2,,,
penguin,noun,B2,,,
penicillin,noun,B2,Travel and services vocab,,Health and body care
pension,noun,B2,,,"House and home, environment"
pentagon,noun,B2,,,
perceive,verb,B2,,,
percentage,noun,B2,,,
perception,noun,B2,,,
permanence,noun,B2,,,
permeate,verb,B2,,,
perseverance,noun,B2,,,
persist,verb,B2,,,
persistence,noun,B2,,,
persistent,adjective,B2,,,
personification,noun,B2,,,
personify,verb,B2,,,
personnel,noun,B2,,,
perspective,noun,B2,,,
perspiration,noun,B2,,,
persuasion,noun,B2,,,
pessimist,noun,B2,,,Personal identification
pessimistic,adjective,B2,,,
petrified,adjective,B2,,,
petty,adjective,B2,,,
pH,noun,B2,,,
pharmacist,noun,B2,,,Personal identification
phase,noun,B2,,,
philosophical,adjective,B2,,,
photograph,verb,B2,,,
physician,noun,B2,,,
pi,noun,B2,,,
pickle,noun,B2,Food and drink,,Food and drink
picky,adjective,B2,,,
picture,verb,B2,,,
picturesque,adjective,B2,,,
pillowcase,noun,B2,Objects and rooms,,Shopping
pin,noun,B2,Objects and rooms,,
pine,noun,B2,,,
pint,noun,B2,,,
piracy,noun,B2,,,
pirate,noun,B2,Books and literature,,Personal identification
pitch,noun,B2,,,
pitch,verb,B2,,,
plague,noun,B2,"News, lifestyles and current affairs",,
planning,noun,B2,,,
playmate,noun,B2,Personal information,,Relations with other people
playwright,noun,B2,Work and jobs,,Personal identification
